inventory_log_id,store_id,product_id,warehouse_id,offline_stock_qty,online_stock_qty,reserved_qty,shrinkage_rate_pct,last_sync_timestamp,sync_status
INV-81958,STR-504,PRD-6958,WH-101,126,251,5,2.7,2026-07-30 20:19:20,Discrepancy Warning
INV-81959,STR-505,PRD-6959,WH-103,97,102,8,0.58,2026-07-30 20:19:20,Synced
INV-81960,STR-501,PRD-6960,WH-101,103,200,16,3.2,2026-07-30 20:19:20,Discrepancy Warning
INV-81961,STR-502,PRD-6961,WH-101,143,62,14,4.47,2026-07-30 20:19:20,Discrepancy Warning
INV-81962,STR-503,PRD-6962,WH-102,69,74,7,2.89,2026-07-30 20:19:20,Discrepancy Warning
INV-81963,STR-504,PRD-6963,WH-103,79,197,6,0.84,2026-07-30 20:19:20,Synced
INV-81964,STR-505,PRD-6964,WH-103,50,284,15,0.52,2026-07-30 20:19:20,Synced
INV-81965,STR-501,PRD-6965,WH-104,10,193,5,2.54,2026-07-30 20:19:20,Discrepancy Warning
INV-81966,STR-502,PRD-6966,WH-102,96,45,18,4.02,2026-07-30 20:19:20,Discrepancy Warning
INV-81967,STR-503,PRD-6967,WH-101,30,369,1,4.04,2026-07-30 20:19:20,Discrepancy Warning
INV-81968,STR-504,PRD-6968,WH-104,23,381,20,3.15,2026-07-30 20:19:20,Discrepancy Warning
INV-81969,STR-505,PRD-6969,WH-104,18,335,7,1.91,2026-07-30 20:19:20,Synced
INV-81970,STR-501,PRD-6970,WH-102,80,12,4,2.15,2026-07-30 20:19:20,Discrepancy Warning
INV-81971,STR-502,PRD-6971,WH-103,38,45,15,2.82,2026-07-30 20:19:20,Discrepancy Warning
INV-81972,STR-503,PRD-6972,WH-103,93,86,10,0.99,2026-07-30 20:19:20,Synced
INV-81973,STR-504,PRD-6973,WH-102,22,269,4,2.4,2026-07-30 20:19:20,Discrepancy Warning
INV-81974,STR-505,PRD-6974,WH-101,6,108,12,2.61,2026-07-30 20:19:20,Discrepancy Warning
INV-81975,STR-501,PRD-6975,WH-102,135,283,15,3.54,2026-07-30 20:19:20,Discrepancy Warning
INV-81976,STR-502,PRD-6976,WH-103,27,370,7,2.97,2026-07-30 20:19:20,Discrepancy Warning
INV-81977,STR-503,PRD-6977,WH-102,107,197,1,1.11,2026-07-30 20:19:20,Synced
INV-81978,STR-504,PRD-6978,WH-104,30,238,13,2.4,2026-07-30 20:19:20,Discrepancy Warning
INV-81979,STR-505,PRD-6979,WH-104,49,109,17,1.73,2026-07-30 20:19:20,Synced
INV-81980,STR-501,PRD-6980,WH-101,67,93,20,3.82,2026-07-30 20:19:20,Discrepancy Warning
INV-81981,STR-502,PRD-6981,WH-101,36,153,2,0.35,2026-07-30 20:19:20,Synced
INV-81982,STR-503,PRD-6982,WH-101,101,377,20,0.89,2026-07-30 20:19:20,Synced
INV-81983,STR-504,PRD-6983,WH-101,125,48,16,2.83,2026-07-30 20:19:20,Discrepancy Warning
INV-81984,STR-505,PRD-6984,WH-102,139,363,4,2.62,2026-07-30 20:19:20,Discrepancy Warning
INV-81985,STR-501,PRD-6985,WH-102,120,148,7,1.18,2026-07-30 20:19:20,Synced
INV-81986,STR-502,PRD-6986,WH-102,54,355,0,2.2,2026-07-30 20:19:20,Discrepancy Warning
INV-81987,STR-503,PRD-6987,WH-101,92,104,1,1.29,2026-07-30 20:19:20,Synced
INV-81988,STR-504,PRD-6988,WH-104,120,249,5,0.73,2026-07-30 20:19:20,Synced
INV-81989,STR-505,PRD-6989,WH-102,26,15,4,4.44,2026-07-30 20:19:20,Discrepancy Warning
INV-81990,STR-501,PRD-6990,WH-103,128,110,16,1.88,2026-07-30 20:19:20,Synced
INV-81991,STR-502,PRD-6991,WH-103,63,59,8,4.28,2026-07-30 20:19:20,Discrepancy Warning
INV-81992,STR-503,PRD-6992,WH-101,146,114,13,1.24,2026-07-30 20:19:20,Synced
INV-81993,STR-504,PRD-6993,WH-101,132,271,4,1.16,2026-07-30 20:19:20,Synced
INV-81994,STR-505,PRD-6994,WH-102,52,369,17,2.37,2026-07-30 20:19:20,Discrepancy Warning
INV-81995,STR-501,PRD-6995,WH-104,62,327,4,2.1,2026-07-30 20:19:20,Discrepancy Warning
INV-81996,STR-502,PRD-6996,WH-101,88,90,10,2.05,2026-07-30 20:19:20,Discrepancy Warning
INV-81997,STR-503,PRD-6997,WH-102,97,253,17,3.21,2026-07-30 20:19:20,Discrepancy Warning
INV-81998,STR-504,PRD-6998,WH-104,83,310,2,1.66,2026-07-30 20:19:20,Synced
INV-81999,STR-505,PRD-6999,WH-102,7,200,4,0.28,2026-07-30 20:19:20,Synced
INV-82000,STR-501,PRD-7000,WH-101,30,15,13,2.91,2026-07-30 20:19:20,Discrepancy Warning
INV-82001,STR-502,PRD-7001,WH-102,88,168,12,2.72,2026-07-30 20:19:20,Discrepancy Warning
INV-82002,STR-503,PRD-7002,WH-102,113,124,20,1.93,2026-07-30 20:19:20,Synced
INV-82003,STR-504,PRD-7003,WH-101,119,315,20,4.48,2026-07-30 20:19:20,Discrepancy Warning
INV-82004,STR-505,PRD-7004,WH-101,133,120,14,1.21,2026-07-30 20:19:20,Synced
INV-82005,STR-501,PRD-7005,WH-104,6,274,9,3.72,2026-07-30 20:19:20,Discrepancy Warning
INV-82006,STR-502,PRD-7006,WH-102,70,190,19,2.78,2026-07-30 20:19:20,Discrepancy Warning
INV-82007,STR-503,PRD-7007,WH-104,94,375,13,3.43,2026-07-30 20:19:20,Discrepancy Warning
INV-82008,STR-504,PRD-7008,WH-103,79,398,18,2.66,2026-07-30 20:19:20,Discrepancy Warning
INV-82009,STR-505,PRD-7009,WH-102,76,21,11,4.32,2026-07-30 20:19:20,Discrepancy Warning
INV-82010,STR-501,PRD-7010,WH-104,124,305,0,0.83,2026-07-30 20:19:20,Synced
INV-82011,STR-502,PRD-7011,WH-101,42,129,6,1.51,2026-07-30 20:19:20,Synced
INV-82012,STR-503,PRD-7012,WH-104,147,148,4,3.81,2026-07-30 20:19:20,Discrepancy Warning
INV-82013,STR-504,PRD-7013,WH-104,48,25,12,3.03,2026-07-30 20:19:20,Discrepancy Warning
INV-82014,STR-505,PRD-7014,WH-103,118,10,3,4.42,2026-07-30 20:19:20,Discrepancy Warning
INV-82015,STR-501,PRD-7015,WH-101,33,219,10,3.22,2026-07-30 20:19:20,Discrepancy Warning
INV-82016,STR-502,PRD-7016,WH-103,15,333,14,1.41,2026-07-30 20:19:20,Synced
INV-82017,STR-503,PRD-7017,WH-104,66,365,16,3.97,2026-07-30 20:19:20,Discrepancy Warning
INV-82018,STR-504,PRD-7018,WH-104,55,257,13,2.95,2026-07-30 20:19:20,Discrepancy Warning
INV-82019,STR-505,PRD-7019,WH-102,93,206,12,0.53,2026-07-30 20:19:20,Synced
INV-82020,STR-501,PRD-7020,WH-103,131,321,17,0.53,2026-07-30 20:19:20,Synced
INV-82021,STR-502,PRD-7021,WH-101,131,233,12,1.66,2026-07-30 20:19:20,Synced
INV-82022,STR-503,PRD-7022,WH-103,95,213,5,3.77,2026-07-30 20:19:20,Discrepancy Warning
INV-82023,STR-504,PRD-7023,WH-104,79,347,16,4.44,2026-07-30 20:19:20,Discrepancy Warning
INV-82024,STR-505,PRD-7024,WH-104,38,258,0,3.24,2026-07-30 20:19:20,Discrepancy Warning
INV-82025,STR-501,PRD-7025,WH-104,106,230,20,2.74,2026-07-30 20:19:20,Discrepancy Warning
INV-82026,STR-502,PRD-7026,WH-101,48,261,13,1.33,2026-07-30 20:19:20,Synced
INV-82027,STR-503,PRD-7027,WH-103,36,325,3,3.26,2026-07-30 20:19:20,Discrepancy Warning
INV-82028,STR-504,PRD-7028,WH-104,125,237,19,4.43,2026-07-30 20:19:20,Discrepancy Warning
INV-82029,STR-505,PRD-7029,WH-104,7,236,17,0.56,2026-07-30 20:19:20,Synced
INV-82030,STR-501,PRD-7030,WH-101,55,192,15,0.95,2026-07-30 20:19:20,Synced
INV-82031,STR-502,PRD-7031,WH-102,129,87,10,3.77,2026-07-30 20:19:20,Discrepancy Warning
INV-82032,STR-503,PRD-7032,WH-104,129,38,20,4.32,2026-07-30 20:19:20,Discrepancy Warning
INV-82033,STR-504,PRD-7033,WH-102,71,260,13,2.58,2026-07-30 20:19:20,Discrepancy Warning
INV-82034,STR-505,PRD-7034,WH-104,56,274,6,2.41,2026-07-30 20:19:20,Discrepancy Warning
INV-82035,STR-501,PRD-7035,WH-101,123,237,6,3.56,2026-07-30 20:19:20,Discrepancy Warning
INV-82036,STR-502,PRD-7036,WH-101,22,152,18,1.84,2026-07-30 20:19:20,Synced
INV-82037,STR-503,PRD-7037,WH-101,104,228,20,3.87,2026-07-30 20:19:20,Discrepancy Warning
INV-82038,STR-504,PRD-7038,WH-101,59,148,18,1.3,2026-07-30 20:19:20,Synced
INV-82039,STR-505,PRD-7039,WH-101,36,158,14,2.69,2026-07-30 20:19:20,Discrepancy Warning
INV-82040,STR-501,PRD-7040,WH-104,59,120,11,2.3,2026-07-30 20:19:20,Discrepancy Warning
INV-82041,STR-502,PRD-7041,WH-104,111,124,6,1.15,2026-07-30 20:19:20,Synced
INV-82042,STR-503,PRD-7042,WH-101,106,42,8,0.66,2026-07-30 20:19:20,Synced
INV-82043,STR-504,PRD-7043,WH-101,68,223,15,0.73,2026-07-30 20:19:20,Synced
INV-82044,STR-505,PRD-7044,WH-101,38,308,6,3.4,2026-07-30 20:19:20,Discrepancy Warning
INV-82045,STR-501,PRD-7045,WH-103,93,114,6,3.45,2026-07-30 20:19:20,Discrepancy Warning
INV-82046,STR-502,PRD-7046,WH-102,89,73,14,4.39,2026-07-30 20:19:20,Discrepancy Warning
INV-82047,STR-503,PRD-7047,WH-101,68,225,11,3.39,2026-07-30 20:19:20,Discrepancy Warning
INV-82048,STR-504,PRD-7048,WH-103,89,35,19,0.33,2026-07-30 20:19:20,Synced
INV-82049,STR-505,PRD-7049,WH-101,115,273,19,3.96,2026-07-30 20:19:20,Discrepancy Warning
INV-82050,STR-501,PRD-7050,WH-104,77,228,3,2.78,2026-07-30 20:19:20,Discrepancy Warning
INV-82051,STR-502,PRD-7051,WH-101,89,56,4,4.05,2026-07-30 20:19:20,Discrepancy Warning
INV-82052,STR-503,PRD-7052,WH-101,7,353,0,2.41,2026-07-30 20:19:20,Discrepancy Warning
INV-82053,STR-504,PRD-7053,WH-104,42,375,1,4.36,2026-07-30 20:19:20,Discrepancy Warning
INV-82054,STR-505,PRD-7054,WH-102,132,369,7,1.15,2026-07-30 20:19:20,Synced
INV-82055,STR-501,PRD-7055,WH-104,102,320,18,2.62,2026-07-30 20:19:20,Discrepancy Warning
INV-82056,STR-502,PRD-7056,WH-103,102,22,20,3.15,2026-07-30 20:19:20,Discrepancy Warning
INV-82057,STR-503,PRD-7057,WH-103,30,380,16,1.32,2026-07-30 20:19:20,Synced
INV-82058,STR-504,PRD-7058,WH-103,147,319,9,4.3,2026-07-30 20:19:20,Discrepancy Warning
INV-82059,STR-505,PRD-7059,WH-102,95,91,13,2.73,2026-07-30 20:19:20,Discrepancy Warning
INV-82060,STR-501,PRD-7060,WH-102,63,183,10,1.81,2026-07-30 20:19:20,Synced
INV-82061,STR-502,PRD-7061,WH-103,29,83,12,0.36,2026-07-30 20:19:20,Synced
INV-82062,STR-503,PRD-7062,WH-101,122,22,13,4.15,2026-07-30 20:19:20,Discrepancy Warning
INV-82063,STR-504,PRD-7063,WH-103,66,10,19,3.88,2026-07-30 20:19:20,Discrepancy Warning
INV-82064,STR-505,PRD-7064,WH-103,53,342,9,1.33,2026-07-30 20:19:20,Synced
INV-82065,STR-501,PRD-7065,WH-102,76,392,20,3.17,2026-07-30 20:19:20,Discrepancy Warning
INV-82066,STR-502,PRD-7066,WH-102,27,201,7,4.1,2026-07-30 20:19:20,Discrepancy Warning
INV-82067,STR-503,PRD-7067,WH-102,53,283,10,3.87,2026-07-30 20:19:20,Discrepancy Warning
INV-82068,STR-504,PRD-7068,WH-102,117,361,11,3.98,2026-07-30 20:19:20,Discrepancy Warning
INV-82069,STR-505,PRD-7069,WH-104,100,175,18,0.53,2026-07-30 20:19:20,Synced
INV-82070,STR-501,PRD-7070,WH-103,140,258,14,1.37,2026-07-30 20:19:20,Synced
INV-82071,STR-502,PRD-7071,WH-104,17,40,20,3.26,2026-07-30 20:19:20,Discrepancy Warning
INV-82072,STR-503,PRD-7072,WH-101,58,289,19,4.27,2026-07-30 20:19:20,Discrepancy Warning
INV-82073,STR-504,PRD-7073,WH-103,122,272,17,1.17,2026-07-30 20:19:20,Synced
INV-82074,STR-505,PRD-7074,WH-104,98,151,10,3.02,2026-07-30 20:19:20,Discrepancy Warning
INV-82075,STR-501,PRD-7075,WH-103,128,179,15,4.47,2026-07-30 20:19:20,Discrepancy Warning
INV-82076,STR-502,PRD-7076,WH-104,85,399,14,0.77,2026-07-30 20:19:20,Synced
INV-82077,STR-503,PRD-7077,WH-103,62,328,11,3.34,2026-07-30 20:19:20,Discrepancy Warning
INV-82078,STR-504,PRD-7078,WH-104,130,328,18,2.09,2026-07-30 20:19:20,Discrepancy Warning
INV-82079,STR-505,PRD-7079,WH-103,24,26,7,3.64,2026-07-30 20:19:20,Discrepancy Warning
INV-82080,STR-501,PRD-7080,WH-104,124,356,3,3.52,2026-07-30 20:19:20,Discrepancy Warning
INV-82081,STR-502,PRD-7081,WH-102,85,234,5,1.08,2026-07-30 20:19:20,Synced
INV-82082,STR-503,PRD-7082,WH-104,114,48,9,1.48,2026-07-30 20:19:20,Synced
INV-82083,STR-504,PRD-7083,WH-102,134,44,8,2.23,2026-07-30 20:19:20,Discrepancy Warning
INV-82084,STR-505,PRD-7084,WH-104,47,178,19,3.48,2026-07-30 20:19:20,Discrepancy Warning
INV-82085,STR-501,PRD-7085,WH-103,67,82,6,2.71,2026-07-30 20:19:20,Discrepancy Warning
INV-82086,STR-502,PRD-7086,WH-101,139,190,14,4.16,2026-07-30 20:19:20,Discrepancy Warning
INV-82087,STR-503,PRD-7087,WH-102,89,263,8,2.36,2026-07-30 20:19:20,Discrepancy Warning
INV-82088,STR-504,PRD-7088,WH-102,41,266,5,0.51,2026-07-30 20:19:20,Synced
INV-82089,STR-505,PRD-7089,WH-104,140,371,4,0.8,2026-07-30 20:19:20,Synced
INV-82090,STR-501,PRD-7090,WH-102,34,84,8,0.83,2026-07-30 20:19:20,Synced
INV-82091,STR-502,PRD-7091,WH-101,34,337,10,3.18,2026-07-30 20:19:20,Discrepancy Warning
INV-82092,STR-503,PRD-7092,WH-102,141,62,10,1.19,2026-07-30 20:19:20,Synced
INV-82093,STR-504,PRD-7093,WH-102,84,225,12,0.49,2026-07-30 20:19:20,Synced
INV-82094,STR-505,PRD-7094,WH-102,28,323,8,2.23,2026-07-30 20:19:20,Discrepancy Warning
INV-82095,STR-501,PRD-7095,WH-104,128,269,10,0.53,2026-07-30 20:19:20,Synced
INV-82096,STR-502,PRD-7096,WH-101,22,123,18,4.07,2026-07-30 20:19:20,Discrepancy Warning
INV-82097,STR-503,PRD-7097,WH-103,9,158,3,0.51,2026-07-30 20:19:20,Synced
INV-82098,STR-504,PRD-7098,WH-104,125,62,12,2.57,2026-07-30 20:19:20,Discrepancy Warning
INV-82099,STR-505,PRD-7099,WH-101,11,224,9,0.84,2026-07-30 20:19:20,Synced
INV-82100,STR-501,PRD-7100,WH-102,10,50,4,1.28,2026-07-30 20:19:20,Synced
INV-82101,STR-502,PRD-7101,WH-101,98,188,0,1.85,2026-07-30 20:19:20,Synced
INV-82102,STR-503,PRD-7102,WH-101,101,174,13,2.99,2026-07-30 20:19:20,Discrepancy Warning
INV-82103,STR-504,PRD-7103,WH-102,125,36,11,3.45,2026-07-30 20:19:20,Discrepancy Warning
INV-82104,STR-505,PRD-7104,WH-103,31,177,10,1.52,2026-07-30 20:19:20,Synced
INV-82105,STR-501,PRD-7105,WH-102,55,101,8,4.25,2026-07-30 20:19:20,Discrepancy Warning
INV-82106,STR-502,PRD-7106,WH-104,145,149,0,1.56,2026-07-30 20:19:20,Synced
INV-82107,STR-503,PRD-7107,WH-103,109,313,9,1.5,2026-07-30 20:19:20,Synced
INV-82108,STR-504,PRD-7108,WH-102,86,349,14,1.08,2026-07-30 20:19:20,Synced
INV-82109,STR-505,PRD-7109,WH-103,104,223,20,3.27,2026-07-30 20:19:20,Discrepancy Warning
INV-82110,STR-501,PRD-7110,WH-104,148,303,10,1.85,2026-07-30 20:19:20,Synced
INV-82111,STR-502,PRD-7111,WH-104,9,275,4,2.49,2026-07-30 20:19:20,Discrepancy Warning
INV-82112,STR-503,PRD-7112,WH-102,59,16,10,0.32,2026-07-30 20:19:20,Synced
INV-82113,STR-504,PRD-7113,WH-104,58,211,1,3.6,2026-07-30 20:19:20,Discrepancy Warning
INV-82114,STR-505,PRD-7114,WH-104,86,229,4,2.32,2026-07-30 20:19:20,Discrepancy Warning
INV-82115,STR-501,PRD-7115,WH-104,7,268,3,1.59,2026-07-30 20:19:20,Synced
INV-82116,STR-502,PRD-7116,WH-101,22,171,0,2.35,2026-07-30 20:19:20,Discrepancy Warning
INV-82117,STR-503,PRD-7117,WH-102,37,160,20,2.69,2026-07-30 20:19:20,Discrepancy Warning
INV-82118,STR-504,PRD-7118,WH-103,91,37,9,1.75,2026-07-30 20:19:20,Synced
INV-82119,STR-505,PRD-7119,WH-102,102,174,16,3.53,2026-07-30 20:19:20,Discrepancy Warning
INV-82120,STR-501,PRD-7120,WH-102,11,116,6,3.68,2026-07-30 20:19:20,Discrepancy Warning
INV-82121,STR-502,PRD-7121,WH-102,108,282,11,4.32,2026-07-30 20:19:20,Discrepancy Warning
INV-82122,STR-503,PRD-7122,WH-104,100,296,8,2.88,2026-07-30 20:19:20,Discrepancy Warning
INV-82123,STR-504,PRD-7123,WH-101,74,168,8,0.22,2026-07-30 20:19:20,Synced
INV-82124,STR-505,PRD-7124,WH-102,89,103,19,1.56,2026-07-30 20:19:20,Synced
INV-82125,STR-501,PRD-7125,WH-104,127,146,10,2.3,2026-07-30 20:19:20,Discrepancy Warning
INV-82126,STR-502,PRD-7126,WH-103,57,106,1,0.7,2026-07-30 20:19:20,Synced
INV-82127,STR-503,PRD-7127,WH-102,146,195,20,2.93,2026-07-30 20:19:20,Discrepancy Warning
INV-82128,STR-504,PRD-7128,WH-103,143,219,16,2.67,2026-07-30 20:19:20,Discrepancy Warning
INV-82129,STR-505,PRD-7129,WH-103,135,139,15,3.69,2026-07-30 20:19:20,Discrepancy Warning
INV-82130,STR-501,PRD-7130,WH-102,58,29,0,2.67,2026-07-30 20:19:20,Discrepancy Warning
INV-82131,STR-502,PRD-7131,WH-104,128,391,13,3.81,2026-07-30 20:19:20,Discrepancy Warning
INV-82132,STR-503,PRD-7132,WH-104,36,40,4,2.25,2026-07-30 20:19:20,Discrepancy Warning
INV-82133,STR-504,PRD-7133,WH-103,82,18,12,1.74,2026-07-30 20:19:20,Synced
INV-82134,STR-505,PRD-7134,WH-101,60,137,6,2.29,2026-07-30 20:19:20,Discrepancy Warning
INV-82135,STR-501,PRD-7135,WH-101,77,179,6,3.32,2026-07-30 20:19:20,Discrepancy Warning
INV-82136,STR-502,PRD-7136,WH-101,67,255,2,4.17,2026-07-30 20:19:20,Discrepancy Warning
INV-82137,STR-503,PRD-7137,WH-103,52,210,16,1.28,2026-07-30 20:19:20,Synced
INV-82138,STR-504,PRD-7138,WH-102,123,268,13,2.56,2026-07-30 20:19:20,Discrepancy Warning
INV-82139,STR-505,PRD-7139,WH-102,104,140,18,0.27,2026-07-30 20:19:20,Synced
INV-82140,STR-501,PRD-7140,WH-104,110,18,7,4.27,2026-07-30 20:19:20,Discrepancy Warning
INV-82141,STR-502,PRD-7141,WH-104,91,80,7,3.09,2026-07-30 20:19:20,Discrepancy Warning
INV-82142,STR-503,PRD-7142,WH-103,45,250,15,3.59,2026-07-30 20:19:20,Discrepancy Warning
INV-82143,STR-504,PRD-7143,WH-102,59,254,18,0.82,2026-07-30 20:19:20,Synced
INV-82144,STR-505,PRD-7144,WH-102,37,177,2,3.53,2026-07-30 20:19:20,Discrepancy Warning
INV-82145,STR-501,PRD-7145,WH-103,70,199,19,3.6,2026-07-30 20:19:20,Discrepancy Warning
INV-82146,STR-502,PRD-7146,WH-103,47,47,16,3.51,2026-07-30 20:19:20,Discrepancy Warning
INV-82147,STR-503,PRD-7147,WH-102,123,100,3,2.95,2026-07-30 20:19:20,Discrepancy Warning
INV-82148,STR-504,PRD-7148,WH-104,37,116,3,4.5,2026-07-30 20:19:20,Discrepancy Warning
INV-82149,STR-505,PRD-7149,WH-103,79,309,13,2.7,2026-07-30 20:19:20,Discrepancy Warning
INV-82150,STR-501,PRD-7150,WH-101,65,39,0,3.04,2026-07-30 20:19:20,Discrepancy Warning
INV-82151,STR-502,PRD-7151,WH-102,17,389,20,2.7,2026-07-30 20:19:20,Discrepancy Warning
INV-82152,STR-503,PRD-7152,WH-104,72,305,19,4.45,2026-07-30 20:19:20,Discrepancy Warning
INV-82153,STR-504,PRD-7153,WH-101,10,263,8,2.8,2026-07-30 20:19:20,Discrepancy Warning
INV-82154,STR-505,PRD-7154,WH-101,150,380,7,1.53,2026-07-30 20:19:20,Synced
INV-82155,STR-501,PRD-7155,WH-102,67,232,6,0.9,2026-07-30 20:19:20,Synced
INV-82156,STR-502,PRD-7156,WH-103,88,379,16,0.65,2026-07-30 20:19:20,Synced
INV-82157,STR-503,PRD-7157,WH-104,13,292,2,3.75,2026-07-30 20:19:20,Discrepancy Warning
INV-82158,STR-504,PRD-7158,WH-102,137,64,10,2.13,2026-07-30 20:19:20,Discrepancy Warning
INV-82159,STR-505,PRD-7159,WH-101,143,203,3,0.44,2026-07-30 20:19:20,Synced
INV-82160,STR-501,PRD-7160,WH-104,54,156,5,3.07,2026-07-30 20:19:20,Discrepancy Warning
INV-82161,STR-502,PRD-7161,WH-103,28,225,20,4.04,2026-07-30 20:19:20,Discrepancy Warning
INV-82162,STR-503,PRD-7162,WH-102,103,317,18,3.85,2026-07-30 20:19:20,Discrepancy Warning
INV-82163,STR-504,PRD-7163,WH-104,66,103,14,2.16,2026-07-30 20:19:20,Discrepancy Warning
INV-82164,STR-505,PRD-7164,WH-104,61,110,14,3.85,2026-07-30 20:19:20,Discrepancy Warning
INV-82165,STR-501,PRD-7165,WH-103,54,157,1,1.84,2026-07-30 20:19:20,Synced
INV-82166,STR-502,PRD-7166,WH-101,103,140,17,3.37,2026-07-30 20:19:20,Discrepancy Warning
INV-82167,STR-503,PRD-7167,WH-101,132,131,2,1.78,2026-07-30 20:19:20,Synced
INV-82168,STR-504,PRD-7168,WH-103,37,181,5,0.35,2026-07-30 20:19:20,Synced
INV-82169,STR-505,PRD-7169,WH-104,98,363,19,1.01,2026-07-30 20:19:20,Synced
INV-82170,STR-501,PRD-7170,WH-101,17,84,20,3.5,2026-07-30 20:19:20,Discrepancy Warning
INV-82171,STR-502,PRD-7171,WH-101,39,60,6,2.97,2026-07-30 20:19:20,Discrepancy Warning
INV-82172,STR-503,PRD-7172,WH-104,98,19,20,1.47,2026-07-30 20:19:20,Synced
INV-82173,STR-504,PRD-7173,WH-104,46,328,2,4.05,2026-07-30 20:19:20,Discrepancy Warning
INV-82174,STR-505,PRD-7174,WH-103,113,192,13,2.26,2026-07-30 20:19:20,Discrepancy Warning
INV-82175,STR-501,PRD-7175,WH-102,56,360,19,1.73,2026-07-30 20:19:20,Synced
INV-82176,STR-502,PRD-7176,WH-104,93,166,12,0.78,2026-07-30 20:19:20,Synced
INV-82177,STR-503,PRD-7177,WH-104,51,157,8,4.39,2026-07-30 20:19:20,Discrepancy Warning
INV-82178,STR-504,PRD-7178,WH-102,88,310,0,3.35,2026-07-30 20:19:20,Discrepancy Warning
INV-82179,STR-505,PRD-7179,WH-101,75,169,9,2.5,2026-07-30 20:19:20,Discrepancy Warning
INV-82180,STR-501,PRD-7180,WH-101,41,117,7,4.36,2026-07-30 20:19:20,Discrepancy Warning
INV-82181,STR-502,PRD-7181,WH-104,75,57,6,3.56,2026-07-30 20:19:20,Discrepancy Warning
INV-82182,STR-503,PRD-7182,WH-101,91,397,20,3.01,2026-07-30 20:19:20,Discrepancy Warning
INV-82183,STR-504,PRD-7183,WH-104,125,240,12,0.55,2026-07-30 20:19:20,Synced
INV-82184,STR-505,PRD-7184,WH-103,120,43,12,3.47,2026-07-30 20:19:20,Discrepancy Warning
INV-82185,STR-501,PRD-7185,WH-101,111,109,2,3.18,2026-07-30 20:19:20,Discrepancy Warning
INV-82186,STR-502,PRD-7186,WH-101,85,352,10,4.06,2026-07-30 20:19:20,Discrepancy Warning
INV-82187,STR-503,PRD-7187,WH-103,65,36,18,3.83,2026-07-30 20:19:20,Discrepancy Warning
INV-82188,STR-504,PRD-7188,WH-104,148,41,1,1.44,2026-07-30 20:19:20,Synced
INV-82189,STR-505,PRD-7189,WH-101,73,79,8,2.56,2026-07-30 20:19:20,Discrepancy Warning
INV-82190,STR-501,PRD-7190,WH-101,44,37,0,3.82,2026-07-30 20:19:20,Discrepancy Warning
INV-82191,STR-502,PRD-7191,WH-104,139,217,11,1.57,2026-07-30 20:19:20,Synced
INV-82192,STR-503,PRD-7192,WH-102,81,162,10,1.04,2026-07-30 20:19:20,Synced
INV-82193,STR-504,PRD-7193,WH-103,95,390,2,3.52,2026-07-30 20:19:20,Discrepancy Warning
INV-82194,STR-505,PRD-7194,WH-104,86,181,12,0.83,2026-07-30 20:19:20,Synced
INV-82195,STR-501,PRD-7195,WH-101,94,189,14,2.12,2026-07-30 20:19:20,Discrepancy Warning
INV-82196,STR-502,PRD-7196,WH-104,45,211,16,1.69,2026-07-30 20:19:20,Synced
INV-82197,STR-503,PRD-7197,WH-103,9,180,16,3.36,2026-07-30 20:19:20,Discrepancy Warning
INV-82198,STR-504,PRD-7198,WH-103,146,368,18,4.11,2026-07-30 20:19:20,Discrepancy Warning
INV-82199,STR-505,PRD-7199,WH-101,73,95,20,0.4,2026-07-30 20:19:20,Synced
INV-82200,STR-501,PRD-7200,WH-103,113,362,10,0.73,2026-07-30 20:19:20,Synced
INV-82201,STR-502,PRD-7201,WH-101,129,247,4,1.7,2026-07-30 20:19:20,Synced
INV-82202,STR-503,PRD-7202,WH-103,92,306,17,2.27,2026-07-30 20:19:20,Discrepancy Warning
INV-82203,STR-504,PRD-7203,WH-102,96,329,2,4.21,2026-07-30 20:19:20,Discrepancy Warning
INV-82204,STR-505,PRD-7204,WH-103,106,16,0,4.36,2026-07-30 20:19:20,Discrepancy Warning
INV-82205,STR-501,PRD-7205,WH-102,104,102,15,0.72,2026-07-30 20:19:20,Synced
INV-82206,STR-502,PRD-7206,WH-101,138,368,7,4.12,2026-07-30 20:19:20,Discrepancy Warning
INV-82207,STR-503,PRD-7207,WH-104,76,383,2,3.65,2026-07-30 20:19:20,Discrepancy Warning
INV-82208,STR-504,PRD-7208,WH-101,107,357,5,0.47,2026-07-30 20:19:20,Synced
INV-82209,STR-505,PRD-7209,WH-102,115,200,1,2.82,2026-07-30 20:19:20,Discrepancy Warning
INV-82210,STR-501,PRD-7210,WH-103,124,160,20,1.82,2026-07-30 20:19:20,Synced
INV-82211,STR-502,PRD-7211,WH-104,10,314,2,2.31,2026-07-30 20:19:20,Discrepancy Warning
INV-82212,STR-503,PRD-7212,WH-104,130,65,15,0.87,2026-07-30 20:19:20,Synced
INV-82213,STR-504,PRD-7213,WH-102,146,53,18,0.87,2026-07-30 20:19:20,Synced
INV-82214,STR-505,PRD-7214,WH-103,117,315,8,3.16,2026-07-30 20:19:20,Discrepancy Warning
INV-82215,STR-501,PRD-7215,WH-104,8,292,18,3.78,2026-07-30 20:19:20,Discrepancy Warning
