shipment_id,order_id,carrier_name,tracking_number,promised_days,actual_days,shipping_cost_inr,sla_status
SHP-48577,ORD-18577,Ecom Express,TRK908577,3,3,60,SLA Met
SHP-48578,ORD-18578,XpressBees Surface,TRK908578,5,5,180,SLA Met
SHP-48579,ORD-18579,XpressBees Surface,TRK908579,2,2,90,SLA Met
SHP-48582,ORD-18582,XpressBees Surface,TRK908582,5,5,180,SLA Met
SHP-48583,ORD-18583,Delhivery Direct,TRK908583,4,4,180,SLA Met
SHP-48584,ORD-18584,Delhivery Direct,TRK908584,3,3,180,SLA Met
SHP-48585,ORD-18585,Ecom Express,TRK908585,3,3,150,SLA Met
SHP-48586,ORD-18586,Ecom Express,TRK908586,2,2,60,SLA Met
SHP-48587,ORD-18587,XpressBees Surface,TRK908587,3,3,180,SLA Met
SHP-48588,ORD-18588,Ecom Express,TRK908588,2,2,120,SLA Met
SHP-48590,ORD-18590,Shadowfax Surface,TRK908590,5,5,120,SLA Met
SHP-48591,ORD-18591,Ecom Express,TRK908591,5,5,150,SLA Met
SHP-48592,ORD-18592,BlueDart Express,TRK908592,3,4,90,SLA Breached
SHP-48593,ORD-18593,Delhivery Direct,TRK908593,5,5,180,SLA Met
SHP-48594,ORD-18594,Ecom Express,TRK908594,3,3,180,SLA Met
SHP-48595,ORD-18595,XpressBees Surface,TRK908595,2,2,90,SLA Met
SHP-48596,ORD-18596,XpressBees Surface,TRK908596,5,5,150,SLA Met
SHP-48597,ORD-18597,Delhivery Direct,TRK908597,4,4,120,SLA Met
SHP-48598,ORD-18598,BlueDart Express,TRK908598,4,4,120,SLA Met
SHP-48599,ORD-18599,Shadowfax Surface,TRK908599,4,4,60,SLA Met
SHP-48600,ORD-18600,XpressBees Surface,TRK908600,5,5,60,SLA Met
SHP-48601,ORD-18601,XpressBees Surface,TRK908601,4,4,90,SLA Met
SHP-48603,ORD-18603,Ecom Express,TRK908603,2,2,60,SLA Met
SHP-48604,ORD-18604,Ecom Express,TRK908604,4,4,120,SLA Met
SHP-48605,ORD-18605,XpressBees Surface,TRK908605,4,4,180,SLA Met
SHP-48606,ORD-18606,Shadowfax Surface,TRK908606,3,3,90,SLA Met
SHP-48607,ORD-18607,XpressBees Surface,TRK908607,4,4,60,SLA Met
SHP-48608,ORD-18608,Delhivery Direct,TRK908608,3,3,60,SLA Met
SHP-48609,ORD-18609,Ecom Express,TRK908609,5,5,60,SLA Met
SHP-48610,ORD-18610,BlueDart Express,TRK908610,4,4,60,SLA Met
SHP-48611,ORD-18611,Ecom Express,TRK908611,2,2,150,SLA Met
SHP-48612,ORD-18612,BlueDart Express,TRK908612,4,4,90,SLA Met
SHP-48613,ORD-18613,Delhivery Direct,TRK908613,3,3,180,SLA Met
SHP-48614,ORD-18614,Shadowfax Surface,TRK908614,4,4,120,SLA Met
SHP-48615,ORD-18615,Ecom Express,TRK908615,5,8,180,SLA Breached
SHP-48616,ORD-18616,BlueDart Express,TRK908616,3,6,90,SLA Breached
SHP-48617,ORD-18617,Shadowfax Surface,TRK908617,2,2,150,SLA Met
SHP-48618,ORD-18618,XpressBees Surface,TRK908618,4,5,150,SLA Breached
SHP-48619,ORD-18619,Shadowfax Surface,TRK908619,3,3,120,SLA Met
SHP-48620,ORD-18620,Shadowfax Surface,TRK908620,4,4,150,SLA Met
SHP-48621,ORD-18621,Delhivery Direct,TRK908621,5,6,120,SLA Breached
SHP-48622,ORD-18622,Shadowfax Surface,TRK908622,3,3,180,SLA Met
SHP-48623,ORD-18623,Shadowfax Surface,TRK908623,2,2,120,SLA Met
SHP-48624,ORD-18624,XpressBees Surface,TRK908624,2,2,90,SLA Met
SHP-48625,ORD-18625,BlueDart Express,TRK908625,3,3,90,SLA Met
SHP-48626,ORD-18626,Delhivery Direct,TRK908626,3,3,120,SLA Met
SHP-48627,ORD-18627,Shadowfax Surface,TRK908627,2,2,120,SLA Met
SHP-48628,ORD-18628,Ecom Express,TRK908628,4,7,60,SLA Breached
SHP-48629,ORD-18629,XpressBees Surface,TRK908629,4,6,150,SLA Breached
SHP-48630,ORD-18630,XpressBees Surface,TRK908630,2,2,60,SLA Met
SHP-48631,ORD-18631,XpressBees Surface,TRK908631,5,5,180,SLA Met
SHP-48632,ORD-18632,XpressBees Surface,TRK908632,4,4,60,SLA Met
SHP-48635,ORD-18635,Delhivery Direct,TRK908635,5,5,180,SLA Met
SHP-48636,ORD-18636,Delhivery Direct,TRK908636,4,4,60,SLA Met
SHP-48638,ORD-18638,Ecom Express,TRK908638,4,4,120,SLA Met
SHP-48640,ORD-18640,Shadowfax Surface,TRK908640,4,4,180,SLA Met
SHP-48641,ORD-18641,XpressBees Surface,TRK908641,5,5,180,SLA Met
SHP-48642,ORD-18642,Ecom Express,TRK908642,2,3,90,SLA Breached
SHP-48643,ORD-18643,Shadowfax Surface,TRK908643,5,5,180,SLA Met
SHP-48644,ORD-18644,Shadowfax Surface,TRK908644,4,4,60,SLA Met
SHP-48645,ORD-18645,Ecom Express,TRK908645,3,3,120,SLA Met
SHP-48646,ORD-18646,Shadowfax Surface,TRK908646,2,5,60,SLA Breached
SHP-48647,ORD-18647,Shadowfax Surface,TRK908647,2,2,180,SLA Met
SHP-48648,ORD-18648,Shadowfax Surface,TRK908648,5,5,150,SLA Met
SHP-48649,ORD-18649,Shadowfax Surface,TRK908649,5,5,60,SLA Met
SHP-48650,ORD-18650,Delhivery Direct,TRK908650,4,4,180,SLA Met
SHP-48651,ORD-18651,Shadowfax Surface,TRK908651,2,2,120,SLA Met
SHP-48652,ORD-18652,Delhivery Direct,TRK908652,5,5,60,SLA Met
SHP-48653,ORD-18653,BlueDart Express,TRK908653,2,4,180,SLA Breached
SHP-48654,ORD-18654,XpressBees Surface,TRK908654,2,5,60,SLA Breached
SHP-48655,ORD-18655,XpressBees Surface,TRK908655,4,4,150,SLA Met
SHP-48656,ORD-18656,Delhivery Direct,TRK908656,4,4,60,SLA Met
SHP-48657,ORD-18657,Shadowfax Surface,TRK908657,3,3,120,SLA Met
SHP-48658,ORD-18658,XpressBees Surface,TRK908658,3,3,180,SLA Met
SHP-48659,ORD-18659,BlueDart Express,TRK908659,5,6,150,SLA Breached
SHP-48660,ORD-18660,Shadowfax Surface,TRK908660,2,2,90,SLA Met
SHP-48662,ORD-18662,XpressBees Surface,TRK908662,4,4,60,SLA Met
SHP-48663,ORD-18663,Ecom Express,TRK908663,4,4,120,SLA Met
SHP-48664,ORD-18664,BlueDart Express,TRK908664,5,5,90,SLA Met
SHP-48665,ORD-18665,Shadowfax Surface,TRK908665,4,4,150,SLA Met
SHP-48666,ORD-18666,Shadowfax Surface,TRK908666,2,2,150,SLA Met
SHP-48667,ORD-18667,Shadowfax Surface,TRK908667,5,5,120,SLA Met
SHP-48668,ORD-18668,BlueDart Express,TRK908668,4,6,150,SLA Breached
SHP-48669,ORD-18669,XpressBees Surface,TRK908669,5,5,180,SLA Met
SHP-48670,ORD-18670,BlueDart Express,TRK908670,5,5,120,SLA Met
SHP-48671,ORD-18671,XpressBees Surface,TRK908671,3,3,60,SLA Met
SHP-48672,ORD-18672,Ecom Express,TRK908672,3,3,90,SLA Met
SHP-48673,ORD-18673,Ecom Express,TRK908673,4,4,90,SLA Met
SHP-48674,ORD-18674,Delhivery Direct,TRK908674,3,4,180,SLA Breached
SHP-48675,ORD-18675,Delhivery Direct,TRK908675,5,5,150,SLA Met
SHP-48676,ORD-18676,BlueDart Express,TRK908676,3,3,180,SLA Met
SHP-48677,ORD-18677,XpressBees Surface,TRK908677,4,4,90,SLA Met
SHP-48678,ORD-18678,Ecom Express,TRK908678,2,2,120,SLA Met
SHP-48679,ORD-18679,Delhivery Direct,TRK908679,5,5,60,SLA Met
SHP-48680,ORD-18680,Ecom Express,TRK908680,5,5,150,SLA Met
SHP-48681,ORD-18681,Delhivery Direct,TRK908681,4,4,60,SLA Met
SHP-48682,ORD-18682,XpressBees Surface,TRK908682,4,4,90,SLA Met
SHP-48684,ORD-18684,BlueDart Express,TRK908684,2,2,90,SLA Met
SHP-48685,ORD-18685,Ecom Express,TRK908685,3,7,180,SLA Breached
SHP-48687,ORD-18687,Delhivery Direct,TRK908687,4,4,90,SLA Met
SHP-48688,ORD-18688,Shadowfax Surface,TRK908688,3,3,120,SLA Met
SHP-48689,ORD-18689,BlueDart Express,TRK908689,2,2,60,SLA Met
SHP-48690,ORD-18690,Shadowfax Surface,TRK908690,2,2,120,SLA Met
SHP-48691,ORD-18691,Shadowfax Surface,TRK908691,2,2,90,SLA Met
SHP-48692,ORD-18692,Shadowfax Surface,TRK908692,3,3,120,SLA Met
SHP-48694,ORD-18694,BlueDart Express,TRK908694,3,3,150,SLA Met
SHP-48695,ORD-18695,Ecom Express,TRK908695,4,4,180,SLA Met
SHP-48696,ORD-18696,XpressBees Surface,TRK908696,5,9,180,SLA Breached
SHP-48697,ORD-18697,Ecom Express,TRK908697,5,5,180,SLA Met
SHP-48698,ORD-18698,BlueDart Express,TRK908698,2,2,90,SLA Met
SHP-48699,ORD-18699,XpressBees Surface,TRK908699,2,2,150,SLA Met
SHP-48700,ORD-18700,XpressBees Surface,TRK908700,3,3,90,SLA Met
SHP-48703,ORD-18703,Delhivery Direct,TRK908703,5,5,60,SLA Met
SHP-48704,ORD-18704,Ecom Express,TRK908704,5,5,120,SLA Met
SHP-48706,ORD-18706,Delhivery Direct,TRK908706,3,3,90,SLA Met
SHP-48707,ORD-18707,Shadowfax Surface,TRK908707,5,5,120,SLA Met
SHP-48708,ORD-18708,Shadowfax Surface,TRK908708,5,5,90,SLA Met
SHP-48709,ORD-18709,XpressBees Surface,TRK908709,4,4,180,SLA Met
SHP-48710,ORD-18710,BlueDart Express,TRK908710,5,5,180,SLA Met
SHP-48711,ORD-18711,BlueDart Express,TRK908711,4,4,180,SLA Met
SHP-48713,ORD-18713,BlueDart Express,TRK908713,3,3,90,SLA Met
SHP-48714,ORD-18714,Delhivery Direct,TRK908714,4,4,90,SLA Met
SHP-48715,ORD-18715,XpressBees Surface,TRK908715,5,5,150,SLA Met
SHP-48716,ORD-18716,Shadowfax Surface,TRK908716,3,6,180,SLA Breached
SHP-48717,ORD-18717,Delhivery Direct,TRK908717,5,5,90,SLA Met
SHP-48718,ORD-18718,Delhivery Direct,TRK908718,4,4,60,SLA Met
SHP-48720,ORD-18720,Delhivery Direct,TRK908720,5,5,120,SLA Met
SHP-48721,ORD-18721,XpressBees Surface,TRK908721,3,3,60,SLA Met
SHP-48722,ORD-18722,BlueDart Express,TRK908722,3,3,180,SLA Met
SHP-48723,ORD-18723,Ecom Express,TRK908723,4,4,60,SLA Met
SHP-48728,ORD-18728,Shadowfax Surface,TRK908728,4,5,120,SLA Breached
SHP-48729,ORD-18729,Shadowfax Surface,TRK908729,3,3,90,SLA Met
SHP-48730,ORD-18730,XpressBees Surface,TRK908730,4,4,120,SLA Met
SHP-48731,ORD-18731,Ecom Express,TRK908731,5,7,60,SLA Breached
SHP-48734,ORD-18734,BlueDart Express,TRK908734,2,2,120,SLA Met
SHP-48736,ORD-18736,Ecom Express,TRK908736,3,3,120,SLA Met
SHP-48738,ORD-18738,XpressBees Surface,TRK908738,2,3,90,SLA Breached
SHP-48740,ORD-18740,BlueDart Express,TRK908740,2,2,90,SLA Met
SHP-48741,ORD-18741,Ecom Express,TRK908741,2,2,120,SLA Met
SHP-48742,ORD-18742,Shadowfax Surface,TRK908742,3,3,120,SLA Met
SHP-48743,ORD-18743,Delhivery Direct,TRK908743,3,3,120,SLA Met
SHP-48744,ORD-18744,BlueDart Express,TRK908744,2,6,90,SLA Breached
SHP-48745,ORD-18745,Ecom Express,TRK908745,3,3,60,SLA Met
SHP-48746,ORD-18746,Ecom Express,TRK908746,4,4,150,SLA Met
SHP-48747,ORD-18747,Shadowfax Surface,TRK908747,5,5,60,SLA Met
SHP-48749,ORD-18749,Shadowfax Surface,TRK908749,4,4,150,SLA Met
SHP-48750,ORD-18750,Delhivery Direct,TRK908750,4,4,180,SLA Met
SHP-48752,ORD-18752,Delhivery Direct,TRK908752,3,3,180,SLA Met
SHP-48753,ORD-18753,BlueDart Express,TRK908753,5,5,90,SLA Met
SHP-48754,ORD-18754,BlueDart Express,TRK908754,4,4,120,SLA Met
SHP-48756,ORD-18756,Ecom Express,TRK908756,4,4,120,SLA Met
SHP-48757,ORD-18757,Shadowfax Surface,TRK908757,3,3,150,SLA Met
SHP-48758,ORD-18758,BlueDart Express,TRK908758,3,3,90,SLA Met
SHP-48759,ORD-18759,XpressBees Surface,TRK908759,5,5,60,SLA Met
SHP-48760,ORD-18760,XpressBees Surface,TRK908760,5,5,90,SLA Met
SHP-48761,ORD-18761,BlueDart Express,TRK908761,5,5,120,SLA Met
SHP-48762,ORD-18762,XpressBees Surface,TRK908762,2,2,90,SLA Met
SHP-48765,ORD-18765,Ecom Express,TRK908765,3,3,60,SLA Met
SHP-48769,ORD-18769,XpressBees Surface,TRK908769,3,3,180,SLA Met
SHP-48770,ORD-18770,Shadowfax Surface,TRK908770,5,5,120,SLA Met
SHP-48771,ORD-18771,BlueDart Express,TRK908771,3,3,180,SLA Met
SHP-48772,ORD-18772,BlueDart Express,TRK908772,2,2,120,SLA Met
SHP-48773,ORD-18773,Shadowfax Surface,TRK908773,2,2,180,SLA Met
SHP-48774,ORD-18774,Ecom Express,TRK908774,2,5,120,SLA Breached
SHP-48775,ORD-18775,XpressBees Surface,TRK908775,4,4,60,SLA Met
SHP-48776,ORD-18776,BlueDart Express,TRK908776,5,5,150,SLA Met
SHP-48777,ORD-18777,BlueDart Express,TRK908777,2,2,120,SLA Met
SHP-48778,ORD-18778,XpressBees Surface,TRK908778,5,5,150,SLA Met
SHP-48779,ORD-18779,BlueDart Express,TRK908779,4,4,60,SLA Met
SHP-48780,ORD-18780,Ecom Express,TRK908780,5,5,60,SLA Met
SHP-48781,ORD-18781,Ecom Express,TRK908781,4,4,180,SLA Met
SHP-48782,ORD-18782,Ecom Express,TRK908782,4,4,150,SLA Met
SHP-48783,ORD-18783,BlueDart Express,TRK908783,2,2,120,SLA Met
SHP-48784,ORD-18784,Delhivery Direct,TRK908784,2,2,120,SLA Met
SHP-48786,ORD-18786,Ecom Express,TRK908786,5,5,180,SLA Met
SHP-48787,ORD-18787,BlueDart Express,TRK908787,2,4,60,SLA Breached
SHP-48788,ORD-18788,Delhivery Direct,TRK908788,3,3,60,SLA Met
SHP-48789,ORD-18789,Delhivery Direct,TRK908789,5,9,60,SLA Breached
SHP-48790,ORD-18790,Delhivery Direct,TRK908790,3,3,90,SLA Met
SHP-48791,ORD-18791,Ecom Express,TRK908791,2,3,60,SLA Breached
SHP-48792,ORD-18792,BlueDart Express,TRK908792,4,4,60,SLA Met
SHP-48793,ORD-18793,XpressBees Surface,TRK908793,2,4,150,SLA Breached
SHP-48794,ORD-18794,Delhivery Direct,TRK908794,5,5,90,SLA Met
SHP-48797,ORD-18797,XpressBees Surface,TRK908797,5,5,180,SLA Met
SHP-48798,ORD-18798,XpressBees Surface,TRK908798,5,5,120,SLA Met
SHP-48799,ORD-18799,XpressBees Surface,TRK908799,5,5,150,SLA Met
SHP-48800,ORD-18800,XpressBees Surface,TRK908800,4,4,150,SLA Met
SHP-48801,ORD-18801,Shadowfax Surface,TRK908801,3,3,90,SLA Met
SHP-48802,ORD-18802,Ecom Express,TRK908802,5,5,60,SLA Met
SHP-48803,ORD-18803,Ecom Express,TRK908803,4,4,180,SLA Met
SHP-48804,ORD-18804,Ecom Express,TRK908804,5,5,90,SLA Met
SHP-48805,ORD-18805,Ecom Express,TRK908805,4,4,60,SLA Met
SHP-48806,ORD-18806,Ecom Express,TRK908806,5,5,90,SLA Met
SHP-48807,ORD-18807,XpressBees Surface,TRK908807,4,4,180,SLA Met
SHP-48808,ORD-18808,BlueDart Express,TRK908808,5,8,150,SLA Breached
SHP-48809,ORD-18809,Ecom Express,TRK908809,5,5,90,SLA Met
SHP-48810,ORD-18810,Shadowfax Surface,TRK908810,5,5,150,SLA Met
SHP-48811,ORD-18811,XpressBees Surface,TRK908811,5,5,150,SLA Met
SHP-48812,ORD-18812,Shadowfax Surface,TRK908812,4,4,60,SLA Met
SHP-48813,ORD-18813,Shadowfax Surface,TRK908813,4,6,60,SLA Breached
SHP-48814,ORD-18814,BlueDart Express,TRK908814,3,3,180,SLA Met
SHP-48815,ORD-18815,Shadowfax Surface,TRK908815,2,2,150,SLA Met
SHP-48816,ORD-18816,Delhivery Direct,TRK908816,2,4,90,SLA Breached
SHP-48817,ORD-18817,Shadowfax Surface,TRK908817,5,5,60,SLA Met
SHP-48818,ORD-18818,Shadowfax Surface,TRK908818,5,8,180,SLA Breached
SHP-48819,ORD-18819,Shadowfax Surface,TRK908819,2,2,60,SLA Met
SHP-48820,ORD-18820,Ecom Express,TRK908820,3,3,120,SLA Met
SHP-48821,ORD-18821,Ecom Express,TRK908821,3,3,60,SLA Met
SHP-48822,ORD-18822,Ecom Express,TRK908822,2,2,180,SLA Met
SHP-48823,ORD-18823,Ecom Express,TRK908823,4,4,150,SLA Met
SHP-48824,ORD-18824,BlueDart Express,TRK908824,2,2,60,SLA Met
SHP-48825,ORD-18825,Ecom Express,TRK908825,3,3,120,SLA Met
SHP-48826,ORD-18826,Ecom Express,TRK908826,4,4,90,SLA Met
SHP-48827,ORD-18827,Ecom Express,TRK908827,3,3,120,SLA Met
SHP-48828,ORD-18828,BlueDart Express,TRK908828,5,5,90,SLA Met
SHP-48829,ORD-18829,BlueDart Express,TRK908829,4,4,180,SLA Met
SHP-48830,ORD-18830,Delhivery Direct,TRK908830,2,2,180,SLA Met
SHP-48831,ORD-18831,BlueDart Express,TRK908831,2,2,90,SLA Met
SHP-48832,ORD-18832,XpressBees Surface,TRK908832,3,3,180,SLA Met
SHP-48833,ORD-18833,XpressBees Surface,TRK908833,4,4,120,SLA Met
SHP-48834,ORD-18834,XpressBees Surface,TRK908834,5,9,90,SLA Breached
SHP-48835,ORD-18835,XpressBees Surface,TRK908835,2,5,180,SLA Breached
SHP-48838,ORD-18838,Ecom Express,TRK908838,5,5,180,SLA Met
SHP-48839,ORD-18839,BlueDart Express,TRK908839,5,5,90,SLA Met
SHP-48840,ORD-18840,Ecom Express,TRK908840,5,5,120,SLA Met
SHP-48841,ORD-18841,Shadowfax Surface,TRK908841,3,3,60,SLA Met
SHP-48842,ORD-18842,BlueDart Express,TRK908842,3,3,150,SLA Met
SHP-48843,ORD-18843,Shadowfax Surface,TRK908843,3,3,60,SLA Met
SHP-48844,ORD-18844,XpressBees Surface,TRK908844,3,3,120,SLA Met
SHP-48845,ORD-18845,Ecom Express,TRK908845,2,2,60,SLA Met
SHP-48847,ORD-18847,Delhivery Direct,TRK908847,3,3,60,SLA Met
SHP-48848,ORD-18848,Ecom Express,TRK908848,5,5,180,SLA Met
SHP-48849,ORD-18849,Shadowfax Surface,TRK908849,4,4,120,SLA Met
SHP-48850,ORD-18850,XpressBees Surface,TRK908850,5,5,150,SLA Met
SHP-48852,ORD-18852,BlueDart Express,TRK908852,3,3,180,SLA Met
SHP-48853,ORD-18853,Shadowfax Surface,TRK908853,3,3,90,SLA Met
SHP-48854,ORD-18854,BlueDart Express,TRK908854,4,4,60,SLA Met
SHP-48855,ORD-18855,Shadowfax Surface,TRK908855,3,3,180,SLA Met
SHP-48856,ORD-18856,Shadowfax Surface,TRK908856,3,3,180,SLA Met
SHP-48857,ORD-18857,Shadowfax Surface,TRK908857,5,8,180,SLA Breached
SHP-48859,ORD-18859,Shadowfax Surface,TRK908859,5,5,150,SLA Met
SHP-48860,ORD-18860,Delhivery Direct,TRK908860,2,6,90,SLA Breached
SHP-48861,ORD-18861,BlueDart Express,TRK908861,4,4,120,SLA Met
SHP-48862,ORD-18862,BlueDart Express,TRK908862,2,2,90,SLA Met
SHP-48863,ORD-18863,Ecom Express,TRK908863,5,5,90,SLA Met
SHP-48864,ORD-18864,Ecom Express,TRK908864,5,8,150,SLA Breached
SHP-48865,ORD-18865,XpressBees Surface,TRK908865,3,3,90,SLA Met
SHP-48866,ORD-18866,BlueDart Express,TRK908866,3,3,120,SLA Met
SHP-48867,ORD-18867,Shadowfax Surface,TRK908867,4,4,120,SLA Met
SHP-48868,ORD-18868,Ecom Express,TRK908868,4,4,60,SLA Met
SHP-48869,ORD-18869,Shadowfax Surface,TRK908869,4,8,150,SLA Breached
SHP-48870,ORD-18870,BlueDart Express,TRK908870,2,5,150,SLA Breached
SHP-48871,ORD-18871,BlueDart Express,TRK908871,5,5,150,SLA Met
SHP-48872,ORD-18872,Shadowfax Surface,TRK908872,5,5,60,SLA Met
SHP-48873,ORD-18873,Delhivery Direct,TRK908873,2,2,180,SLA Met
SHP-48874,ORD-18874,Delhivery Direct,TRK908874,2,2,90,SLA Met
SHP-48875,ORD-18875,Shadowfax Surface,TRK908875,5,6,120,SLA Breached
SHP-48877,ORD-18877,Ecom Express,TRK908877,3,3,120,SLA Met
SHP-48878,ORD-18878,Ecom Express,TRK908878,3,7,180,SLA Breached
SHP-48881,ORD-18881,Delhivery Direct,TRK908881,4,4,90,SLA Met
SHP-48882,ORD-18882,Shadowfax Surface,TRK908882,4,4,180,SLA Met
SHP-48885,ORD-18885,Ecom Express,TRK908885,4,4,150,SLA Met
SHP-48886,ORD-18886,BlueDart Express,TRK908886,3,3,150,SLA Met
SHP-48887,ORD-18887,Delhivery Direct,TRK908887,5,5,120,SLA Met
SHP-48888,ORD-18888,Shadowfax Surface,TRK908888,3,3,60,SLA Met
SHP-48889,ORD-18889,XpressBees Surface,TRK908889,2,2,60,SLA Met
SHP-48890,ORD-18890,XpressBees Surface,TRK908890,4,4,60,SLA Met
SHP-48891,ORD-18891,Ecom Express,TRK908891,4,6,180,SLA Breached
SHP-48893,ORD-18893,BlueDart Express,TRK908893,4,4,180,SLA Met
SHP-48894,ORD-18894,Ecom Express,TRK908894,2,2,150,SLA Met
SHP-48895,ORD-18895,Delhivery Direct,TRK908895,2,2,90,SLA Met
SHP-48896,ORD-18896,BlueDart Express,TRK908896,4,5,180,SLA Breached
SHP-48898,ORD-18898,Shadowfax Surface,TRK908898,5,5,180,SLA Met
SHP-48899,ORD-18899,XpressBees Surface,TRK908899,2,2,180,SLA Met
SHP-48900,ORD-18900,Shadowfax Surface,TRK908900,2,2,90,SLA Met
SHP-48901,ORD-18901,Shadowfax Surface,TRK908901,5,5,120,SLA Met
SHP-48904,ORD-18904,BlueDart Express,TRK908904,5,9,120,SLA Breached
SHP-48905,ORD-18905,Delhivery Direct,TRK908905,5,5,90,SLA Met
SHP-48906,ORD-18906,Shadowfax Surface,TRK908906,3,3,150,SLA Met
SHP-48907,ORD-18907,Ecom Express,TRK908907,3,3,90,SLA Met
SHP-48908,ORD-18908,Delhivery Direct,TRK908908,2,6,60,SLA Breached
SHP-48909,ORD-18909,Delhivery Direct,TRK908909,2,3,150,SLA Breached
SHP-48910,ORD-18910,XpressBees Surface,TRK908910,5,5,120,SLA Met
SHP-48911,ORD-18911,Ecom Express,TRK908911,4,4,180,SLA Met
SHP-48912,ORD-18912,BlueDart Express,TRK908912,4,4,60,SLA Met
SHP-48913,ORD-18913,Ecom Express,TRK908913,3,3,60,SLA Met
SHP-48915,ORD-18915,BlueDart Express,TRK908915,3,3,90,SLA Met
SHP-48916,ORD-18916,Ecom Express,TRK908916,2,2,150,SLA Met
SHP-48917,ORD-18917,Delhivery Direct,TRK908917,2,2,150,SLA Met
SHP-48918,ORD-18918,Ecom Express,TRK908918,5,5,180,SLA Met
SHP-48919,ORD-18919,XpressBees Surface,TRK908919,2,2,150,SLA Met
SHP-48920,ORD-18920,Delhivery Direct,TRK908920,4,6,180,SLA Breached
SHP-48921,ORD-18921,XpressBees Surface,TRK908921,4,4,120,SLA Met
SHP-48922,ORD-18922,XpressBees Surface,TRK908922,5,8,180,SLA Breached
SHP-48923,ORD-18923,Delhivery Direct,TRK908923,2,2,90,SLA Met
SHP-48924,ORD-18924,XpressBees Surface,TRK908924,3,3,180,SLA Met
SHP-48925,ORD-18925,BlueDart Express,TRK908925,2,2,60,SLA Met
SHP-48926,ORD-18926,XpressBees Surface,TRK908926,2,4,180,SLA Breached
SHP-48927,ORD-18927,Delhivery Direct,TRK908927,5,8,60,SLA Breached
SHP-48928,ORD-18928,Ecom Express,TRK908928,3,7,90,SLA Breached
SHP-48929,ORD-18929,Ecom Express,TRK908929,4,4,60,SLA Met
SHP-48930,ORD-18930,Delhivery Direct,TRK908930,5,5,180,SLA Met
SHP-48931,ORD-18931,Ecom Express,TRK908931,3,4,90,SLA Breached
SHP-48933,ORD-18933,BlueDart Express,TRK908933,2,2,180,SLA Met
SHP-48934,ORD-18934,Delhivery Direct,TRK908934,2,2,90,SLA Met
SHP-48935,ORD-18935,Ecom Express,TRK908935,5,5,150,SLA Met
SHP-48936,ORD-18936,Ecom Express,TRK908936,3,3,180,SLA Met
SHP-48937,ORD-18937,Shadowfax Surface,TRK908937,3,3,90,SLA Met
SHP-48938,ORD-18938,XpressBees Surface,TRK908938,5,7,90,SLA Breached
SHP-48939,ORD-18939,XpressBees Surface,TRK908939,4,4,120,SLA Met
SHP-48940,ORD-18940,Shadowfax Surface,TRK908940,4,4,90,SLA Met
SHP-48941,ORD-18941,Shadowfax Surface,TRK908941,4,4,120,SLA Met
SHP-48942,ORD-18942,XpressBees Surface,TRK908942,4,4,150,SLA Met
SHP-48943,ORD-18943,XpressBees Surface,TRK908943,2,2,180,SLA Met
SHP-48944,ORD-18944,Delhivery Direct,TRK908944,3,3,90,SLA Met
SHP-48945,ORD-18945,BlueDart Express,TRK908945,5,5,60,SLA Met
SHP-48946,ORD-18946,XpressBees Surface,TRK908946,2,2,180,SLA Met
SHP-48947,ORD-18947,Shadowfax Surface,TRK908947,3,5,90,SLA Breached
SHP-48948,ORD-18948,Ecom Express,TRK908948,5,5,150,SLA Met
SHP-48949,ORD-18949,Delhivery Direct,TRK908949,4,4,90,SLA Met
SHP-48950,ORD-18950,BlueDart Express,TRK908950,4,4,60,SLA Met
SHP-48951,ORD-18951,BlueDart Express,TRK908951,2,2,60,SLA Met
SHP-48952,ORD-18952,Shadowfax Surface,TRK908952,4,4,90,SLA Met
SHP-48953,ORD-18953,XpressBees Surface,TRK908953,2,4,180,SLA Breached
SHP-48954,ORD-18954,Ecom Express,TRK908954,4,4,180,SLA Met
SHP-48956,ORD-18956,BlueDart Express,TRK908956,5,5,180,SLA Met
SHP-48957,ORD-18957,XpressBees Surface,TRK908957,5,5,60,SLA Met
SHP-48958,ORD-18958,Ecom Express,TRK908958,5,5,90,SLA Met
SHP-48959,ORD-18959,BlueDart Express,TRK908959,5,5,60,SLA Met
SHP-48960,ORD-18960,Shadowfax Surface,TRK908960,2,2,180,SLA Met
SHP-48961,ORD-18961,BlueDart Express,TRK908961,2,2,60,SLA Met
SHP-48962,ORD-18962,Delhivery Direct,TRK908962,4,4,120,SLA Met
SHP-48963,ORD-18963,Shadowfax Surface,TRK908963,3,3,150,SLA Met
SHP-48964,ORD-18964,BlueDart Express,TRK908964,5,5,150,SLA Met
SHP-48965,ORD-18965,XpressBees Surface,TRK908965,3,3,60,SLA Met
SHP-48967,ORD-18967,BlueDart Express,TRK908967,2,2,120,SLA Met
SHP-48968,ORD-18968,Ecom Express,TRK908968,4,4,150,SLA Met
SHP-48970,ORD-18970,XpressBees Surface,TRK908970,2,2,90,SLA Met
SHP-48971,ORD-18971,BlueDart Express,TRK908971,4,4,150,SLA Met
SHP-48972,ORD-18972,Delhivery Direct,TRK908972,5,5,180,SLA Met
SHP-48973,ORD-18973,XpressBees Surface,TRK908973,2,2,60,SLA Met
SHP-48974,ORD-18974,BlueDart Express,TRK908974,3,3,90,SLA Met
