escrow_txn_id,reference_type,reference_id,buyer_id,seller_or_vendor_id,amount_inr,hold_date,release_date,status,milestone_trigger
ESC-39080,Order Purchase,ORD-19080,CUST-1080,STR-501,2499,2026-03-03,2026-03-03,Released,Delivery Audit Confirmed
ESC-39081,Order Purchase,ORD-19081,CUST-1081,STR-502,2997,2025-10-09,PENDING,Refunded,Delivery Audit Confirmed
ESC-39082,Order Purchase,ORD-19082,CUST-1082,STR-503,3499,2026-01-14,2026-01-14,Released,Delivery Audit Confirmed
ESC-39083,Order Purchase,ORD-19083,CUST-1083,STR-504,5996,2026-03-23,2026-03-23,Released,Delivery Audit Confirmed
ESC-39084,Order Purchase,ORD-19084,CUST-1084,STR-505,2998,2025-06-29,2025-06-29,Released,Delivery Audit Confirmed
ESC-39085,Order Purchase,ORD-19085,CUST-1085,STR-501,998,2026-04-03,2026-04-03,Released,Delivery Audit Confirmed
ESC-39086,Order Purchase,ORD-19086,CUST-1086,STR-502,1398,2025-07-16,2025-07-16,Released,Delivery Audit Confirmed
ESC-39087,Order Purchase,ORD-19087,CUST-1087,STR-503,7497,2025-04-30,2025-04-30,Released,Delivery Audit Confirmed
ESC-39088,Order Purchase,ORD-19088,CUST-1088,STR-504,4497,2025-02-18,2025-02-18,Released,Delivery Audit Confirmed
ESC-39089,Order Purchase,ORD-19089,CUST-1089,STR-505,6998,2025-08-31,2025-08-31,Released,Delivery Audit Confirmed
ESC-39090,Order Purchase,ORD-19090,CUST-1090,STR-501,6998,2026-02-14,2026-02-14,Released,Delivery Audit Confirmed
ESC-39091,Order Purchase,ORD-19091,CUST-1091,STR-502,699,2025-03-12,2025-03-12,Released,Delivery Audit Confirmed
ESC-39092,Order Purchase,ORD-19092,CUST-1092,STR-503,7497,2026-01-04,2026-01-04,Released,Delivery Audit Confirmed
ESC-39093,Order Purchase,ORD-19093,CUST-1093,STR-504,2796,2025-03-24,2025-03-24,Released,Delivery Audit Confirmed
ESC-39094,Order Purchase,ORD-19094,CUST-1094,STR-505,9996,2026-04-07,2026-04-07,Released,Delivery Audit Confirmed
ESC-39095,Order Purchase,ORD-19095,CUST-1095,STR-501,2796,2025-05-04,2025-05-04,Released,Delivery Audit Confirmed
ESC-39096,Order Purchase,ORD-19096,CUST-1096,STR-502,1398,2025-10-06,2025-10-06,Released,Delivery Audit Confirmed
ESC-39097,Order Purchase,ORD-19097,CUST-1097,STR-503,5996,2025-12-14,PENDING,Held,Delivery Audit Confirmed
ESC-39098,Order Purchase,ORD-19098,CUST-1098,STR-504,2796,2025-02-15,2025-02-15,Released,Delivery Audit Confirmed
ESC-39099,Order Purchase,ORD-19099,CUST-1099,STR-505,1398,2025-01-15,2025-01-15,Released,Delivery Audit Confirmed
ESC-39100,Order Purchase,ORD-19100,CUST-1100,STR-501,4497,2025-07-12,2025-07-12,Released,Delivery Audit Confirmed
ESC-39101,Order Purchase,ORD-19101,CUST-1101,STR-502,6998,2025-10-31,2025-10-31,Released,Delivery Audit Confirmed
ESC-39102,Order Purchase,ORD-19102,CUST-1102,STR-503,4998,2026-03-08,2026-03-08,Released,Delivery Audit Confirmed
ESC-39103,Order Purchase,ORD-19103,CUST-1103,STR-504,998,2025-04-21,2025-04-21,Released,Delivery Audit Confirmed
ESC-39104,Order Purchase,ORD-19104,CUST-1104,STR-505,9996,2025-11-23,2025-11-23,Released,Delivery Audit Confirmed
ESC-39105,Order Purchase,ORD-19105,CUST-1105,STR-501,13996,2025-07-01,2025-07-01,Released,Delivery Audit Confirmed
ESC-39106,Order Purchase,ORD-19106,CUST-1106,STR-502,2997,2025-04-08,2025-04-08,Released,Delivery Audit Confirmed
ESC-39107,Order Purchase,ORD-19107,CUST-1107,STR-503,699,2026-06-08,PENDING,Held,Delivery Audit Confirmed
ESC-39108,Order Purchase,ORD-19108,CUST-1108,STR-504,2796,2025-11-05,2025-11-05,Released,Delivery Audit Confirmed
ESC-39109,Order Purchase,ORD-19109,CUST-1109,STR-505,2998,2025-01-23,2025-01-23,Released,Delivery Audit Confirmed
ESC-39110,Order Purchase,ORD-19110,CUST-1110,STR-501,699,2025-10-12,2025-10-12,Released,Delivery Audit Confirmed
ESC-39111,Order Purchase,ORD-19111,CUST-1111,STR-502,1998,2025-03-24,PENDING,Refunded,Delivery Audit Confirmed
ESC-39112,Order Purchase,ORD-19112,CUST-1112,STR-503,4497,2026-06-17,PENDING,Refunded,Delivery Audit Confirmed
ESC-39113,Order Purchase,ORD-19113,CUST-1113,STR-504,3499,2025-03-02,2025-03-02,Released,Delivery Audit Confirmed
ESC-39114,Order Purchase,ORD-19114,CUST-1114,STR-505,699,2026-05-23,2026-05-23,Released,Delivery Audit Confirmed
ESC-39115,Order Purchase,ORD-19115,CUST-1115,STR-501,1398,2025-04-18,PENDING,Held,Delivery Audit Confirmed
ESC-39116,Order Purchase,ORD-19116,CUST-1116,STR-502,2499,2025-07-02,2025-07-02,Released,Delivery Audit Confirmed
ESC-39117,Order Purchase,ORD-19117,CUST-1117,STR-503,3996,2025-10-31,2025-10-31,Released,Delivery Audit Confirmed
ESC-39118,Order Purchase,ORD-19118,CUST-1118,STR-504,3996,2026-01-05,PENDING,Refunded,Delivery Audit Confirmed
ESC-39119,Order Purchase,ORD-19119,CUST-1119,STR-505,6998,2026-03-25,2026-03-25,Released,Delivery Audit Confirmed
ESC-39120,Order Purchase,ORD-19120,CUST-1120,STR-501,2997,2026-03-15,2026-03-15,Released,Delivery Audit Confirmed
ESC-39121,Order Purchase,ORD-19121,CUST-1121,STR-502,3499,2025-07-24,2025-07-24,Released,Delivery Audit Confirmed
ESC-39122,Order Purchase,ORD-19122,CUST-1122,STR-503,999,2025-01-12,2025-01-12,Released,Delivery Audit Confirmed
ESC-39123,Order Purchase,ORD-19123,CUST-1123,STR-504,499,2026-01-27,2026-01-27,Released,Delivery Audit Confirmed
ESC-39124,Order Purchase,ORD-19124,CUST-1124,STR-505,2998,2025-10-15,PENDING,Held,Delivery Audit Confirmed
ESC-39125,Order Purchase,ORD-19125,CUST-1125,STR-501,3499,2025-04-30,2025-04-30,Released,Delivery Audit Confirmed
ESC-39126,Order Purchase,ORD-19126,CUST-1126,STR-502,2796,2025-02-09,2025-02-09,Released,Delivery Audit Confirmed
ESC-39127,Order Purchase,ORD-19127,CUST-1127,STR-503,6998,2025-08-26,2025-08-26,Released,Delivery Audit Confirmed
ESC-39128,Order Purchase,ORD-19128,CUST-1128,STR-504,699,2025-02-28,2025-02-28,Released,Delivery Audit Confirmed
ESC-39129,Order Purchase,ORD-19129,CUST-1129,STR-505,499,2025-06-04,2025-06-04,Released,Delivery Audit Confirmed
ESC-39130,Order Purchase,ORD-19130,CUST-1130,STR-501,998,2025-03-24,2025-03-24,Released,Delivery Audit Confirmed
ESC-39131,Order Purchase,ORD-19131,CUST-1131,STR-502,4998,2026-01-30,2026-01-30,Released,Delivery Audit Confirmed
ESC-39132,Order Purchase,ORD-19132,CUST-1132,STR-503,3499,2026-02-08,PENDING,Refunded,Delivery Audit Confirmed
ESC-39133,Order Purchase,ORD-19133,CUST-1133,STR-504,10497,2025-05-14,2025-05-14,Released,Delivery Audit Confirmed
ESC-39134,Order Purchase,ORD-19134,CUST-1134,STR-505,3499,2025-02-06,2025-02-06,Released,Delivery Audit Confirmed
ESC-39135,Order Purchase,ORD-19135,CUST-1135,STR-501,1996,2026-03-04,PENDING,Held,Delivery Audit Confirmed
ESC-39136,Order Purchase,ORD-19136,CUST-1136,STR-502,9996,2025-04-06,PENDING,Held,Delivery Audit Confirmed
ESC-39137,Order Purchase,ORD-19137,CUST-1137,STR-503,2998,2026-01-01,2026-01-01,Released,Delivery Audit Confirmed
ESC-39138,Order Purchase,ORD-19138,CUST-1138,STR-504,2796,2025-05-04,2025-05-04,Released,Delivery Audit Confirmed
ESC-39139,Order Purchase,ORD-19139,CUST-1139,STR-505,1497,2026-05-28,2026-05-28,Released,Delivery Audit Confirmed
ESC-39140,Order Purchase,ORD-19140,CUST-1140,STR-501,9996,2025-08-05,2025-08-05,Released,Delivery Audit Confirmed
ESC-39141,Order Purchase,ORD-19141,CUST-1141,STR-502,2796,2025-01-15,2025-01-15,Released,Delivery Audit Confirmed
ESC-39142,Order Purchase,ORD-19142,CUST-1142,STR-503,3996,2025-11-13,2025-11-13,Released,Delivery Audit Confirmed
ESC-39143,Order Purchase,ORD-19143,CUST-1143,STR-504,1497,2026-05-09,2026-05-09,Released,Delivery Audit Confirmed
ESC-39144,Order Purchase,ORD-19144,CUST-1144,STR-505,3996,2025-12-11,2025-12-11,Released,Delivery Audit Confirmed
ESC-39145,Order Purchase,ORD-19145,CUST-1145,STR-501,10497,2026-01-20,2026-01-20,Released,Delivery Audit Confirmed
ESC-39146,Order Purchase,ORD-19146,CUST-1146,STR-502,2796,2025-10-05,2025-10-05,Released,Delivery Audit Confirmed
ESC-39147,Order Purchase,ORD-19147,CUST-1147,STR-503,999,2025-08-16,2025-08-16,Released,Delivery Audit Confirmed
ESC-39148,Order Purchase,ORD-19148,CUST-1148,STR-504,1998,2025-09-22,2025-09-22,Released,Delivery Audit Confirmed
ESC-39149,Order Purchase,ORD-19149,CUST-1149,STR-505,2097,2025-10-20,2025-10-20,Released,Delivery Audit Confirmed
ESC-39150,Order Purchase,ORD-19150,CUST-1150,STR-501,2998,2025-07-24,2025-07-24,Released,Delivery Audit Confirmed
ESC-39151,Order Purchase,ORD-19151,CUST-1151,STR-502,7497,2025-10-09,2025-10-09,Released,Delivery Audit Confirmed
ESC-39152,Order Purchase,ORD-19152,CUST-1152,STR-503,2998,2025-04-01,2025-04-01,Released,Delivery Audit Confirmed
ESC-39153,Order Purchase,ORD-19153,CUST-1153,STR-504,499,2025-06-15,2025-06-15,Released,Delivery Audit Confirmed
ESC-39154,Order Purchase,ORD-19154,CUST-1154,STR-505,5996,2025-04-11,2025-04-11,Released,Delivery Audit Confirmed
ESC-39155,Order Purchase,ORD-19155,CUST-1155,STR-501,2499,2026-01-08,2026-01-08,Released,Delivery Audit Confirmed
ESC-39156,Order Purchase,ORD-19156,CUST-1156,STR-502,1398,2025-01-07,2025-01-07,Released,Delivery Audit Confirmed
ESC-39157,Order Purchase,ORD-19157,CUST-1157,STR-503,5996,2026-06-03,2026-06-03,Released,Delivery Audit Confirmed
ESC-39158,Order Purchase,ORD-19158,CUST-1158,STR-504,2499,2025-10-14,2025-10-14,Released,Delivery Audit Confirmed
ESC-39159,Order Purchase,ORD-19159,CUST-1159,STR-505,3996,2025-02-23,2025-02-23,Released,Delivery Audit Confirmed
ESC-39160,Order Purchase,ORD-19160,CUST-1160,STR-501,1497,2025-06-20,2025-06-20,Released,Delivery Audit Confirmed
ESC-39161,Order Purchase,ORD-19161,CUST-1161,STR-502,2796,2026-05-21,2026-05-21,Released,Delivery Audit Confirmed
ESC-39162,Order Purchase,ORD-19162,CUST-1162,STR-503,1398,2025-11-11,PENDING,Refunded,Delivery Audit Confirmed
ESC-39163,Order Purchase,ORD-19163,CUST-1163,STR-504,3499,2025-04-10,2025-04-10,Released,Delivery Audit Confirmed
ESC-39164,Order Purchase,ORD-19164,CUST-1164,STR-505,13996,2025-07-05,2025-07-05,Released,Delivery Audit Confirmed
ESC-39165,Order Purchase,ORD-19165,CUST-1165,STR-501,2997,2025-11-11,2025-11-11,Released,Delivery Audit Confirmed
ESC-39166,Order Purchase,ORD-19166,CUST-1166,STR-502,2097,2026-04-02,PENDING,Refunded,Delivery Audit Confirmed
ESC-39167,Order Purchase,ORD-19167,CUST-1167,STR-503,4998,2026-05-21,2026-05-21,Released,Delivery Audit Confirmed
ESC-39168,Order Purchase,ORD-19168,CUST-1168,STR-504,1499,2025-12-31,2025-12-31,Released,Delivery Audit Confirmed
ESC-39169,Order Purchase,ORD-19169,CUST-1169,STR-505,4998,2025-04-19,2025-04-19,Released,Delivery Audit Confirmed
ESC-39170,Order Purchase,ORD-19170,CUST-1170,STR-501,7497,2025-11-07,2025-11-07,Released,Delivery Audit Confirmed
ESC-39171,Order Purchase,ORD-19171,CUST-1171,STR-502,13996,2025-03-11,PENDING,Refunded,Delivery Audit Confirmed
ESC-39172,Order Purchase,ORD-19172,CUST-1172,STR-503,13996,2026-04-12,2026-04-12,Released,Delivery Audit Confirmed
ESC-39173,Order Purchase,ORD-19173,CUST-1173,STR-504,6998,2025-10-07,PENDING,Refunded,Delivery Audit Confirmed
ESC-39174,Order Purchase,ORD-19174,CUST-1174,STR-505,10497,2025-01-29,2025-01-29,Released,Delivery Audit Confirmed
ESC-39175,Order Purchase,ORD-19175,CUST-1175,STR-501,998,2025-03-02,2025-03-02,Released,Delivery Audit Confirmed
ESC-39176,Order Purchase,ORD-19176,CUST-1176,STR-502,6998,2025-08-19,PENDING,Held,Delivery Audit Confirmed
ESC-39177,Order Purchase,ORD-19177,CUST-1177,STR-503,3499,2025-05-05,2025-05-05,Released,Delivery Audit Confirmed
ESC-39178,Order Purchase,ORD-19178,CUST-1178,STR-504,3996,2025-02-21,PENDING,Refunded,Delivery Audit Confirmed
ESC-39179,Order Purchase,ORD-19179,CUST-1179,STR-505,1998,2025-07-02,2025-07-02,Released,Delivery Audit Confirmed
ESC-39180,Order Purchase,ORD-19180,CUST-1180,STR-501,1499,2025-07-22,2025-07-22,Released,Delivery Audit Confirmed
ESC-39181,Order Purchase,ORD-19181,CUST-1181,STR-502,2998,2025-07-29,2025-07-29,Released,Delivery Audit Confirmed
ESC-39182,Order Purchase,ORD-19182,CUST-1182,STR-503,7497,2025-10-28,2025-10-28,Released,Delivery Audit Confirmed
ESC-39183,Order Purchase,ORD-19183,CUST-1183,STR-504,2997,2025-09-28,2025-09-28,Released,Delivery Audit Confirmed
ESC-39184,Order Purchase,ORD-19184,CUST-1184,STR-505,998,2026-06-19,2026-06-19,Released,Delivery Audit Confirmed
ESC-39185,Order Purchase,ORD-19185,CUST-1185,STR-501,1398,2025-11-30,2025-11-30,Released,Delivery Audit Confirmed
ESC-39186,Order Purchase,ORD-19186,CUST-1186,STR-502,10497,2025-09-15,2025-09-15,Released,Delivery Audit Confirmed
ESC-39187,Order Purchase,ORD-19187,CUST-1187,STR-503,1998,2026-02-20,PENDING,Held,Delivery Audit Confirmed
ESC-39188,Order Purchase,ORD-19188,CUST-1188,STR-504,5996,2025-05-14,2025-05-14,Released,Delivery Audit Confirmed
ESC-39189,Order Purchase,ORD-19189,CUST-1189,STR-505,13996,2025-01-02,2025-01-02,Released,Delivery Audit Confirmed
ESC-39190,Order Purchase,ORD-19190,CUST-1190,STR-501,10497,2025-04-14,2025-04-14,Released,Delivery Audit Confirmed
ESC-39191,Order Purchase,ORD-19191,CUST-1191,STR-502,499,2026-03-30,2026-03-30,Released,Delivery Audit Confirmed
ESC-39192,Order Purchase,ORD-19192,CUST-1192,STR-503,5996,2025-07-16,2025-07-16,Released,Delivery Audit Confirmed
ESC-39193,Order Purchase,ORD-19193,CUST-1193,STR-504,6998,2025-12-12,PENDING,Held,Delivery Audit Confirmed
ESC-39194,Order Purchase,ORD-19194,CUST-1194,STR-505,5996,2025-10-06,PENDING,Refunded,Delivery Audit Confirmed
ESC-39195,Order Purchase,ORD-19195,CUST-1195,STR-501,1996,2025-11-14,2025-11-14,Released,Delivery Audit Confirmed
ESC-39196,Order Purchase,ORD-19196,CUST-1196,STR-502,1996,2025-09-11,2025-09-11,Released,Delivery Audit Confirmed
ESC-39197,Order Purchase,ORD-19197,CUST-1197,STR-503,9996,2025-01-20,2025-01-20,Released,Delivery Audit Confirmed
ESC-39198,Order Purchase,ORD-19198,CUST-1198,STR-504,6998,2026-03-18,2026-03-18,Released,Delivery Audit Confirmed
ESC-39199,Order Purchase,ORD-19199,CUST-1199,STR-505,10497,2026-05-10,2026-05-10,Released,Delivery Audit Confirmed
ESC-39200,Order Purchase,ORD-19200,CUST-1200,STR-501,1497,2025-08-27,2025-08-27,Released,Delivery Audit Confirmed
ESC-39201,Order Purchase,ORD-19201,CUST-1201,STR-502,2998,2025-12-15,2025-12-15,Released,Delivery Audit Confirmed
ESC-39202,Order Purchase,ORD-19202,CUST-1202,STR-503,4497,2026-03-22,2026-03-22,Released,Delivery Audit Confirmed
ESC-39203,Order Purchase,ORD-19203,CUST-1203,STR-504,499,2025-01-02,2025-01-02,Released,Delivery Audit Confirmed
ESC-39204,Order Purchase,ORD-19204,CUST-1204,STR-505,1499,2026-01-02,2026-01-02,Released,Delivery Audit Confirmed
ESC-39205,Order Purchase,ORD-19205,CUST-1205,STR-501,2097,2026-05-07,2026-05-07,Released,Delivery Audit Confirmed
ESC-39206,Order Purchase,ORD-19206,CUST-1206,STR-502,10497,2025-01-13,2025-01-13,Released,Delivery Audit Confirmed
ESC-39207,Order Purchase,ORD-19207,CUST-1207,STR-503,699,2025-03-30,2025-03-30,Released,Delivery Audit Confirmed
ESC-39208,Order Purchase,ORD-19208,CUST-1208,STR-504,9996,2025-08-14,2025-08-14,Released,Delivery Audit Confirmed
ESC-39209,Order Purchase,ORD-19209,CUST-1209,STR-505,9996,2025-10-12,2025-10-12,Released,Delivery Audit Confirmed
ESC-39210,Order Purchase,ORD-19210,CUST-1210,STR-501,2499,2025-10-12,PENDING,Refunded,Delivery Audit Confirmed
ESC-39211,Order Purchase,ORD-19211,CUST-1211,STR-502,6998,2025-05-22,2025-05-22,Released,Delivery Audit Confirmed
ESC-39212,Order Purchase,ORD-19212,CUST-1212,STR-503,2097,2025-07-22,2025-07-22,Released,Delivery Audit Confirmed
ESC-39213,Order Purchase,ORD-19213,CUST-1213,STR-504,999,2026-02-11,2026-02-11,Released,Delivery Audit Confirmed
ESC-39214,Order Purchase,ORD-19214,CUST-1214,STR-505,1398,2025-03-24,2025-03-24,Released,Delivery Audit Confirmed
ESC-39215,Order Purchase,ORD-19215,CUST-1215,STR-501,1998,2025-12-30,2025-12-30,Released,Delivery Audit Confirmed
ESC-39216,Order Purchase,ORD-19216,CUST-1216,STR-502,10497,2025-11-01,2025-11-01,Released,Delivery Audit Confirmed
ESC-39217,Order Purchase,ORD-19217,CUST-1217,STR-503,499,2026-02-26,2026-02-26,Released,Delivery Audit Confirmed
ESC-39218,Order Purchase,ORD-19218,CUST-1218,STR-504,999,2025-06-22,2025-06-22,Released,Delivery Audit Confirmed
ESC-39219,Order Purchase,ORD-19219,CUST-1219,STR-505,499,2026-01-18,2026-01-18,Released,Delivery Audit Confirmed
ESC-39220,Order Purchase,ORD-19220,CUST-1220,STR-501,1499,2026-02-26,2026-02-26,Released,Delivery Audit Confirmed
ESC-39221,Order Purchase,ORD-19221,CUST-1221,STR-502,499,2026-06-20,2026-06-20,Released,Delivery Audit Confirmed
ESC-39222,Order Purchase,ORD-19222,CUST-1222,STR-503,2796,2025-02-05,2025-02-05,Released,Delivery Audit Confirmed
ESC-39223,Order Purchase,ORD-19223,CUST-1223,STR-504,1398,2026-06-22,2026-06-22,Released,Delivery Audit Confirmed
ESC-39224,Order Purchase,ORD-19224,CUST-1224,STR-505,6998,2025-07-05,2025-07-05,Released,Delivery Audit Confirmed
ESC-39225,Order Purchase,ORD-19225,CUST-1225,STR-501,3499,2026-04-17,2026-04-17,Released,Delivery Audit Confirmed
ESC-39226,Order Purchase,ORD-19226,CUST-1226,STR-502,1398,2025-08-29,2025-08-29,Released,Delivery Audit Confirmed
ESC-39227,Order Purchase,ORD-19227,CUST-1227,STR-503,1398,2025-08-18,2025-08-18,Released,Delivery Audit Confirmed
ESC-39228,Order Purchase,ORD-19228,CUST-1228,STR-504,4998,2026-03-12,2026-03-12,Released,Delivery Audit Confirmed
ESC-39229,Order Purchase,ORD-19229,CUST-1229,STR-505,2998,2025-06-22,PENDING,Refunded,Delivery Audit Confirmed
ESC-39230,Order Purchase,ORD-19230,CUST-1230,STR-501,1398,2025-02-10,2025-02-10,Released,Delivery Audit Confirmed
ESC-39231,Order Purchase,ORD-19231,CUST-1231,STR-502,2097,2025-10-17,2025-10-17,Released,Delivery Audit Confirmed
ESC-39232,Order Purchase,ORD-19232,CUST-1232,STR-503,1996,2025-07-23,2025-07-23,Released,Delivery Audit Confirmed
ESC-39233,Order Purchase,ORD-19233,CUST-1233,STR-504,4497,2025-10-02,2025-10-02,Released,Delivery Audit Confirmed
ESC-39234,Order Purchase,ORD-19234,CUST-1234,STR-505,2499,2026-05-06,PENDING,Refunded,Delivery Audit Confirmed
ESC-39235,Order Purchase,ORD-19235,CUST-1235,STR-501,4497,2025-05-04,2025-05-04,Released,Delivery Audit Confirmed
ESC-39236,Order Purchase,ORD-19236,CUST-1236,STR-502,1996,2026-03-13,2026-03-13,Released,Delivery Audit Confirmed
ESC-39237,Order Purchase,ORD-19237,CUST-1237,STR-503,10497,2025-08-18,2025-08-18,Released,Delivery Audit Confirmed
ESC-39238,Order Purchase,ORD-19238,CUST-1238,STR-504,1499,2026-04-02,2026-04-02,Released,Delivery Audit Confirmed
ESC-39239,Order Purchase,ORD-19239,CUST-1239,STR-505,9996,2025-06-22,2025-06-22,Released,Delivery Audit Confirmed
ESC-39240,Order Purchase,ORD-19240,CUST-1240,STR-501,2499,2026-01-26,2026-01-26,Released,Delivery Audit Confirmed
ESC-39241,Order Purchase,ORD-19241,CUST-1241,STR-502,1499,2026-01-15,2026-01-15,Released,Delivery Audit Confirmed
ESC-39242,Order Purchase,ORD-19242,CUST-1242,STR-503,4497,2025-08-03,PENDING,Refunded,Delivery Audit Confirmed
ESC-39243,Order Purchase,ORD-19243,CUST-1243,STR-504,998,2025-10-13,2025-10-13,Released,Delivery Audit Confirmed
ESC-39244,Order Purchase,ORD-19244,CUST-1244,STR-505,499,2025-04-15,2025-04-15,Released,Delivery Audit Confirmed
ESC-39245,Order Purchase,ORD-19245,CUST-1245,STR-501,1998,2025-09-01,2025-09-01,Released,Delivery Audit Confirmed
ESC-39246,Order Purchase,ORD-19246,CUST-1246,STR-502,1497,2025-12-21,2025-12-21,Released,Delivery Audit Confirmed
ESC-39247,Order Purchase,ORD-19247,CUST-1247,STR-503,1499,2026-06-02,PENDING,Held,Delivery Audit Confirmed
ESC-39248,Order Purchase,ORD-19248,CUST-1248,STR-504,998,2025-05-12,2025-05-12,Released,Delivery Audit Confirmed
ESC-39249,Order Purchase,ORD-19249,CUST-1249,STR-505,1497,2025-02-23,2025-02-23,Released,Delivery Audit Confirmed
ESC-39250,Order Purchase,ORD-19250,CUST-1250,STR-501,9996,2025-09-29,2025-09-29,Released,Delivery Audit Confirmed
ESC-39251,Order Purchase,ORD-19251,CUST-1251,STR-502,7497,2026-03-12,2026-03-12,Released,Delivery Audit Confirmed
ESC-39252,Order Purchase,ORD-19252,CUST-1252,STR-503,3499,2025-10-31,2025-10-31,Released,Delivery Audit Confirmed
ESC-39253,Order Purchase,ORD-19253,CUST-1253,STR-504,2997,2025-02-05,PENDING,Refunded,Delivery Audit Confirmed
ESC-39254,Order Purchase,ORD-19254,CUST-1254,STR-505,2998,2025-09-06,2025-09-06,Released,Delivery Audit Confirmed
ESC-39255,Order Purchase,ORD-19255,CUST-1255,STR-501,6998,2025-11-29,2025-11-29,Released,Delivery Audit Confirmed
ESC-39256,Order Purchase,ORD-19256,CUST-1256,STR-502,999,2026-01-13,2026-01-13,Released,Delivery Audit Confirmed
ESC-39257,Order Purchase,ORD-19257,CUST-1257,STR-503,4998,2025-07-24,2025-07-24,Released,Delivery Audit Confirmed
ESC-39258,Order Purchase,ORD-19258,CUST-1258,STR-504,5996,2025-04-18,2025-04-18,Released,Delivery Audit Confirmed
ESC-39259,Order Purchase,ORD-19259,CUST-1259,STR-505,2796,2025-11-02,2025-11-02,Released,Delivery Audit Confirmed
ESC-39260,Order Purchase,ORD-19260,CUST-1260,STR-501,6998,2025-08-19,2025-08-19,Released,Delivery Audit Confirmed
ESC-39261,Order Purchase,ORD-19261,CUST-1261,STR-502,7497,2025-11-02,2025-11-02,Released,Delivery Audit Confirmed
ESC-39262,Order Purchase,ORD-19262,CUST-1262,STR-503,13996,2025-01-31,2025-01-31,Released,Delivery Audit Confirmed
ESC-39263,Order Purchase,ORD-19263,CUST-1263,STR-504,10497,2025-01-06,PENDING,Held,Delivery Audit Confirmed
ESC-39264,Order Purchase,ORD-19264,CUST-1264,STR-505,2998,2025-04-25,2025-04-25,Released,Delivery Audit Confirmed
ESC-39265,Order Purchase,ORD-19265,CUST-1265,STR-501,5996,2025-01-19,2025-01-19,Released,Delivery Audit Confirmed
ESC-39266,Order Purchase,ORD-19266,CUST-1266,STR-502,3996,2025-12-08,PENDING,Held,Delivery Audit Confirmed
ESC-39267,Order Purchase,ORD-19267,CUST-1267,STR-503,2499,2026-03-19,2026-03-19,Released,Delivery Audit Confirmed
ESC-39268,Order Purchase,ORD-19268,CUST-1268,STR-504,499,2025-07-10,2025-07-10,Released,Delivery Audit Confirmed
ESC-39269,Order Purchase,ORD-19269,CUST-1269,STR-505,1499,2025-01-06,2025-01-06,Released,Delivery Audit Confirmed
ESC-39270,Order Purchase,ORD-19270,CUST-1270,STR-501,2796,2026-03-29,2026-03-29,Released,Delivery Audit Confirmed
ESC-39271,Order Purchase,ORD-19271,CUST-1271,STR-502,2499,2025-09-30,2025-09-30,Released,Delivery Audit Confirmed
ESC-39272,Order Purchase,ORD-19272,CUST-1272,STR-503,2796,2025-04-11,PENDING,Refunded,Delivery Audit Confirmed
ESC-39273,Order Purchase,ORD-19273,CUST-1273,STR-504,4998,2026-06-11,2026-06-11,Released,Delivery Audit Confirmed
ESC-39274,Order Purchase,ORD-19274,CUST-1274,STR-505,2796,2025-04-19,PENDING,Refunded,Delivery Audit Confirmed
ESC-39275,Order Purchase,ORD-19275,CUST-1275,STR-501,13996,2026-01-24,2026-01-24,Released,Delivery Audit Confirmed
ESC-39276,Order Purchase,ORD-19276,CUST-1276,STR-502,4998,2026-03-03,2026-03-03,Released,Delivery Audit Confirmed
ESC-39277,Order Purchase,ORD-19277,CUST-1277,STR-503,1398,2025-07-08,2025-07-08,Released,Delivery Audit Confirmed
ESC-39278,Order Purchase,ORD-19278,CUST-1278,STR-504,9996,2025-05-12,2025-05-12,Released,Delivery Audit Confirmed
ESC-39279,Order Purchase,ORD-19279,CUST-1279,STR-505,998,2025-04-26,2025-04-26,Released,Delivery Audit Confirmed
ESC-39280,Order Purchase,ORD-19280,CUST-1280,STR-501,1497,2025-05-14,2025-05-14,Released,Delivery Audit Confirmed
ESC-39281,Order Purchase,ORD-19281,CUST-1281,STR-502,4998,2025-03-01,2025-03-01,Released,Delivery Audit Confirmed
ESC-39282,Order Purchase,ORD-19282,CUST-1282,STR-503,2998,2026-01-09,2026-01-09,Released,Delivery Audit Confirmed
ESC-39283,Order Purchase,ORD-19283,CUST-1283,STR-504,9996,2026-02-04,2026-02-04,Released,Delivery Audit Confirmed
ESC-39284,Order Purchase,ORD-19284,CUST-1284,STR-505,2499,2025-10-30,2025-10-30,Released,Delivery Audit Confirmed
ESC-39285,Order Purchase,ORD-19285,CUST-1285,STR-501,3499,2026-04-30,PENDING,Refunded,Delivery Audit Confirmed
ESC-39286,Order Purchase,ORD-19286,CUST-1286,STR-502,1398,2026-06-10,2026-06-10,Released,Delivery Audit Confirmed
ESC-39287,Order Purchase,ORD-19287,CUST-1287,STR-503,499,2025-06-16,PENDING,Held,Delivery Audit Confirmed
ESC-39288,Order Purchase,ORD-19288,CUST-1288,STR-504,5996,2026-05-28,PENDING,Held,Delivery Audit Confirmed
ESC-39289,Order Purchase,ORD-19289,CUST-1289,STR-505,2097,2026-03-24,2026-03-24,Released,Delivery Audit Confirmed
ESC-39290,Order Purchase,ORD-19290,CUST-1290,STR-501,1499,2025-03-26,PENDING,Held,Delivery Audit Confirmed
ESC-39291,Order Purchase,ORD-19291,CUST-1291,STR-502,9996,2026-02-18,2026-02-18,Released,Delivery Audit Confirmed
