logistics_id,order_id,carrier_name,dispatch_date,estimated_days,actual_days,shipping_cost_inr,delivery_status
LOG-8009,ORD-5491,Delhivery Surface,2025-11-04,3,3,669.3,Yes
LOG-8010,ORD-6635,BlueDart Express,2025-04-22,6,5,147.89,Yes
LOG-8011,ORD-7016,Shadowfax B2B,2025-05-10,4,7,504.78,Delayed
LOG-8012,ORD-7134,Ecom Express,2025-12-11,2,2,687.37,Yes
LOG-8013,ORD-6018,Shadowfax B2B,2025-07-30,6,8,66.2,Delayed
LOG-8014,ORD-7069,BlueDart Express,2025-09-08,6,5,583.36,Yes
LOG-8015,ORD-6657,Ecom Express,2025-03-02,2,4,244.46,Delayed
LOG-8016,ORD-7032,BlueDart Express,2025-08-21,6,6,585.33,Yes
LOG-8017,ORD-6235,Shadowfax B2B,2025-09-29,4,7,728.6,Delayed
LOG-8018,ORD-5044,Delhivery Surface,2025-05-11,6,7,379.08,Yes
LOG-8019,ORD-6773,Ecom Express,2025-12-04,4,3,658.9,Yes
LOG-8020,ORD-6075,XpressBees,2025-03-08,5,5,414.71,Yes
LOG-8021,ORD-5041,Delhivery Surface,2025-03-02,5,8,659.7,Delayed
LOG-8022,ORD-7073,Delhivery Surface,2025-12-06,5,6,229.54,Yes
LOG-8023,ORD-5339,Shadowfax B2B,2025-09-10,6,7,574.82,Yes
LOG-8024,ORD-7059,Ecom Express,2025-05-14,4,3,440.07,Yes
LOG-8025,ORD-7346,Ecom Express,2025-10-28,3,2,197.93,Yes
LOG-8026,ORD-5763,BlueDart Express,2025-08-25,4,6,63.5,Delayed
LOG-8027,ORD-6402,Delhivery Surface,2025-08-05,6,9,599.05,Delayed
LOG-8028,ORD-5509,Ecom Express,2025-03-23,3,2,680.26,Yes
LOG-8029,ORD-7487,XpressBees,2025-12-04,6,8,322.96,Delayed
LOG-8030,ORD-5897,BlueDart Express,2025-11-04,3,3,307.17,Yes
LOG-8031,ORD-6637,Ecom Express,2025-05-16,2,2,80.25,Yes
LOG-8032,ORD-7447,XpressBees,2025-03-02,4,5,615.52,Yes
LOG-8033,ORD-5247,Delhivery Surface,2025-12-16,5,5,697.83,Yes
LOG-8034,ORD-5106,BlueDart Express,2025-03-16,6,7,208.35,Yes
LOG-8035,ORD-7288,Ecom Express,2025-01-03,2,3,148.34,Yes
LOG-8036,ORD-5322,XpressBees,2025-03-13,2,4,703.96,Delayed
LOG-8037,ORD-5518,BlueDart Express,2025-06-04,6,5,599.42,Yes
LOG-8038,ORD-5134,XpressBees,2025-05-02,2,3,265.15,Yes
LOG-8039,ORD-6180,Shadowfax B2B,2025-04-22,6,7,365.99,Yes
LOG-8040,ORD-6989,XpressBees,2025-08-17,3,6,619.83,Delayed
LOG-8041,ORD-5616,Ecom Express,2025-06-18,4,4,423.12,Yes
LOG-8042,ORD-5430,Ecom Express,2025-02-13,6,6,395.35,Yes
LOG-8043,ORD-5770,XpressBees,2025-03-12,5,6,647.85,Yes
LOG-8044,ORD-7404,Ecom Express,2025-02-20,6,7,187.42,Yes
LOG-8045,ORD-6485,Ecom Express,2025-11-28,5,7,594.06,Delayed
LOG-8046,ORD-7155,BlueDart Express,2025-06-22,4,7,88.3,Delayed
LOG-8047,ORD-5220,XpressBees,2025-03-05,6,8,562.27,Delayed
LOG-8048,ORD-6345,Ecom Express,2025-05-15,6,8,327.5,Delayed
LOG-8049,ORD-6387,BlueDart Express,2025-05-31,6,9,254.39,Delayed
LOG-8050,ORD-5472,Ecom Express,2025-01-16,6,9,154.0,Delayed
LOG-8051,ORD-6046,Ecom Express,2025-07-28,4,3,223.76,Yes
LOG-8052,ORD-6362,BlueDart Express,2025-08-16,5,8,701.89,Delayed
LOG-8053,ORD-6420,Ecom Express,2025-11-04,3,4,654.05,Yes
LOG-8054,ORD-7083,XpressBees,2025-02-09,2,5,582.08,Delayed
LOG-8055,ORD-5550,Delhivery Surface,2025-08-17,5,6,267.02,Yes
LOG-8056,ORD-6852,Shadowfax B2B,2025-09-10,4,5,456.35,Yes
LOG-8057,ORD-5737,Ecom Express,2025-05-26,2,2,209.61,Yes
LOG-8058,ORD-6833,Delhivery Surface,2025-05-28,6,6,392.94,Yes
LOG-8059,ORD-6925,XpressBees,2025-01-20,2,4,102.87,Delayed
LOG-8060,ORD-6168,Ecom Express,2025-07-06,6,7,437.72,Yes
LOG-8061,ORD-6272,XpressBees,2025-08-02,5,6,696.2,Yes
LOG-8062,ORD-5433,Shadowfax B2B,2025-08-07,3,3,527.64,Yes
LOG-8063,ORD-6397,Shadowfax B2B,2025-12-04,5,4,166.29,Yes
LOG-8064,ORD-6492,XpressBees,2025-04-24,4,3,701.79,Yes
LOG-8065,ORD-6845,Shadowfax B2B,2025-08-17,4,7,566.62,Delayed
LOG-8066,ORD-5086,Shadowfax B2B,2025-06-04,2,2,688.77,Yes
LOG-8067,ORD-5627,Shadowfax B2B,2025-03-17,5,7,308.71,Delayed
LOG-8068,ORD-5258,Ecom Express,2025-07-08,2,2,250.65,Yes
LOG-8069,ORD-7034,BlueDart Express,2025-01-29,4,5,722.66,Yes
LOG-8070,ORD-6378,XpressBees,2025-05-04,4,5,305.4,Yes
LOG-8071,ORD-6378,Ecom Express,2025-08-11,3,2,352.53,Yes
LOG-8072,ORD-7287,Delhivery Surface,2025-04-15,4,6,542.56,Delayed
LOG-8073,ORD-6699,Shadowfax B2B,2025-09-18,2,5,626.06,Delayed
LOG-8074,ORD-6459,BlueDart Express,2025-06-04,6,5,80.68,Yes
LOG-8075,ORD-6710,BlueDart Express,2025-05-31,3,2,386.82,Yes
LOG-8076,ORD-6518,Ecom Express,2025-12-15,5,8,281.53,Delayed
LOG-8077,ORD-5650,BlueDart Express,2025-11-17,6,8,462.32,Delayed
LOG-8078,ORD-5914,Shadowfax B2B,2025-10-12,5,4,597.12,Yes
LOG-8079,ORD-5994,BlueDart Express,2025-12-09,5,4,421.22,Yes
LOG-8080,ORD-7121,XpressBees,2025-10-07,4,3,735.87,Yes
LOG-8081,ORD-5137,Ecom Express,2025-07-10,6,6,472.08,Yes
LOG-8082,ORD-5381,BlueDart Express,2025-07-09,3,3,90.16,Yes
LOG-8083,ORD-6663,Ecom Express,2025-01-25,2,5,548.63,Delayed
LOG-8084,ORD-5973,Delhivery Surface,2025-10-20,5,5,404.84,Yes
LOG-8085,ORD-5175,Delhivery Surface,2025-01-02,3,6,446.76,Delayed
LOG-8086,ORD-6834,XpressBees,2025-03-28,2,5,427.28,Delayed
LOG-8087,ORD-5866,XpressBees,2025-06-02,4,6,418.62,Delayed
LOG-8088,ORD-6689,Shadowfax B2B,2025-08-10,5,5,575.93,Yes
LOG-8089,ORD-6119,Delhivery Surface,2025-01-05,6,6,266.29,Yes
LOG-8090,ORD-5380,Delhivery Surface,2025-05-31,3,5,360.13,Delayed
LOG-8091,ORD-6970,Ecom Express,2025-03-18,5,6,249.62,Yes
LOG-8092,ORD-5123,Ecom Express,2025-08-26,6,6,588.88,Yes
LOG-8093,ORD-5682,Shadowfax B2B,2025-11-03,5,7,225.34,Delayed
LOG-8094,ORD-7433,Ecom Express,2025-09-23,2,5,387.32,Delayed
LOG-8095,ORD-6239,Ecom Express,2025-11-09,6,6,274.66,Yes
LOG-8096,ORD-7157,Shadowfax B2B,2025-12-06,2,3,703.26,Yes
LOG-8097,ORD-6054,Shadowfax B2B,2025-11-09,3,6,485.46,Delayed
LOG-8098,ORD-6372,Delhivery Surface,2025-02-17,4,5,617.58,Yes
LOG-8099,ORD-6653,Ecom Express,2025-12-01,3,3,484.38,Yes
LOG-8100,ORD-5042,Delhivery Surface,2025-11-17,5,8,583.71,Delayed
LOG-8101,ORD-7276,XpressBees,2025-07-12,4,7,328.13,Delayed
LOG-8102,ORD-6714,XpressBees,2025-02-02,2,5,185.62,Delayed
LOG-8103,ORD-5570,XpressBees,2025-03-16,3,3,243.74,Yes
LOG-8104,ORD-7295,Shadowfax B2B,2025-03-12,3,2,216.32,Yes
LOG-8105,ORD-5852,Delhivery Surface,2025-09-06,6,7,96.73,Yes
LOG-8106,ORD-6585,BlueDart Express,2025-04-15,6,8,399.44,Delayed
LOG-8107,ORD-6233,XpressBees,2025-06-17,5,8,228.78,Delayed
LOG-8108,ORD-6088,Ecom Express,2025-06-17,6,8,533.68,Delayed
LOG-8109,ORD-6334,Shadowfax B2B,2025-12-06,5,6,629.72,Yes
LOG-8110,ORD-6886,XpressBees,2025-07-17,6,5,97.34,Yes
LOG-8111,ORD-6445,Ecom Express,2025-02-04,3,5,499.67,Delayed
LOG-8112,ORD-6962,Shadowfax B2B,2025-05-14,4,7,242.14,Delayed
LOG-8113,ORD-6697,Delhivery Surface,2025-03-26,5,4,313.68,Yes
LOG-8114,ORD-5440,Ecom Express,2025-08-11,4,4,669.14,Yes
LOG-8115,ORD-6038,Delhivery Surface,2025-01-22,2,3,164.14,Yes
LOG-8116,ORD-7090,Shadowfax B2B,2025-08-15,4,6,553.6,Delayed
LOG-8117,ORD-6511,Delhivery Surface,2025-01-26,3,4,117.15,Yes
LOG-8118,ORD-7353,BlueDart Express,2025-10-20,6,7,522.76,Yes
LOG-8119,ORD-5089,Ecom Express,2025-07-29,4,3,222.45,Yes
LOG-8120,ORD-6297,XpressBees,2025-06-13,2,5,120.44,Delayed
LOG-8121,ORD-6078,Delhivery Surface,2025-04-06,3,6,405.49,Delayed
LOG-8122,ORD-6949,Shadowfax B2B,2025-07-30,3,3,649.4,Yes
LOG-8123,ORD-7421,BlueDart Express,2025-05-23,3,3,201.07,Yes
LOG-8124,ORD-5393,BlueDart Express,2025-07-25,2,5,484.77,Delayed
LOG-8125,ORD-5318,Shadowfax B2B,2025-01-23,2,3,164.26,Yes
LOG-8126,ORD-7471,BlueDart Express,2025-09-28,4,5,376.8,Yes
LOG-8127,ORD-6211,XpressBees,2025-07-28,4,7,473.03,Delayed
LOG-8128,ORD-6368,Delhivery Surface,2025-08-31,2,2,302.43,Yes
LOG-8129,ORD-6759,BlueDart Express,2025-02-27,4,4,278.41,Yes
LOG-8130,ORD-7064,Delhivery Surface,2025-01-23,4,3,492.98,Yes
LOG-8131,ORD-6963,Ecom Express,2025-03-05,3,2,355.39,Yes
LOG-8132,ORD-5045,XpressBees,2025-03-20,3,2,337.0,Yes
LOG-8133,ORD-7408,Shadowfax B2B,2025-05-28,4,4,627.94,Yes
LOG-8134,ORD-5452,Ecom Express,2025-08-17,3,3,90.17,Yes
LOG-8135,ORD-6007,BlueDart Express,2025-11-09,3,5,254.58,Delayed
LOG-8136,ORD-5357,Delhivery Surface,2025-07-31,5,7,302.46,Delayed
LOG-8137,ORD-5178,Delhivery Surface,2025-04-24,3,5,119.65,Delayed
LOG-8138,ORD-6696,Ecom Express,2025-06-23,6,5,348.78,Yes
LOG-8139,ORD-5597,Ecom Express,2025-08-21,4,5,293.48,Yes
LOG-8140,ORD-6725,Shadowfax B2B,2025-03-13,2,2,339.58,Yes
LOG-8141,ORD-6938,BlueDart Express,2025-03-15,5,6,137.79,Yes
LOG-8142,ORD-5032,Ecom Express,2025-12-17,5,8,396.33,Delayed
LOG-8143,ORD-6746,XpressBees,2025-01-02,4,6,720.28,Delayed
LOG-8144,ORD-5291,Delhivery Surface,2025-02-12,6,5,646.08,Yes
LOG-8145,ORD-6859,XpressBees,2025-04-14,3,3,311.83,Yes
LOG-8146,ORD-5769,XpressBees,2025-04-28,3,2,494.45,Yes
LOG-8147,ORD-6518,Ecom Express,2025-09-29,4,7,543.6,Delayed
LOG-8148,ORD-5336,Shadowfax B2B,2025-06-19,5,4,678.51,Yes
LOG-8149,ORD-7383,Ecom Express,2025-04-07,3,2,547.32,Yes
LOG-8150,ORD-5931,BlueDart Express,2025-03-17,4,4,333.2,Yes
LOG-8151,ORD-6086,Shadowfax B2B,2025-09-28,4,5,570.06,Yes
LOG-8152,ORD-7350,BlueDart Express,2025-03-15,2,3,107.49,Yes
LOG-8153,ORD-5266,Ecom Express,2025-06-06,6,9,82.62,Delayed
LOG-8154,ORD-6295,BlueDart Express,2025-01-26,6,6,191.35,Yes
LOG-8155,ORD-6603,Ecom Express,2025-05-07,3,5,200.13,Delayed
LOG-8156,ORD-5976,BlueDart Express,2025-06-11,5,6,542.93,Yes
LOG-8157,ORD-5793,Shadowfax B2B,2025-01-28,2,5,625.55,Delayed
LOG-8158,ORD-6155,BlueDart Express,2025-07-27,4,4,371.08,Yes
LOG-8159,ORD-6839,BlueDart Express,2025-11-24,3,2,602.54,Yes
LOG-8160,ORD-5044,Ecom Express,2025-08-14,2,1,625.05,Yes
LOG-8161,ORD-6397,XpressBees,2025-03-28,6,6,655.2,Yes
LOG-8162,ORD-7316,Shadowfax B2B,2025-02-17,5,8,318.14,Delayed
LOG-8163,ORD-7168,BlueDart Express,2025-08-21,5,8,366.67,Delayed
LOG-8164,ORD-5151,Ecom Express,2025-11-06,2,4,716.77,Delayed
LOG-8165,ORD-5970,XpressBees,2025-05-03,2,1,736.91,Yes
LOG-8166,ORD-6422,Ecom Express,2025-10-29,2,4,478.54,Delayed
LOG-8167,ORD-7246,Delhivery Surface,2025-05-07,2,4,466.31,Delayed
LOG-8168,ORD-6540,Ecom Express,2025-11-26,5,4,418.2,Yes
LOG-8169,ORD-6056,Ecom Express,2025-01-23,5,6,545.9,Yes
LOG-8170,ORD-6213,Ecom Express,2025-03-18,4,7,199.82,Delayed
LOG-8171,ORD-6510,Shadowfax B2B,2025-01-11,5,7,656.85,Delayed
LOG-8172,ORD-5028,XpressBees,2025-05-14,5,5,659.85,Yes
LOG-8173,ORD-6921,XpressBees,2025-11-28,4,6,161.57,Delayed
LOG-8174,ORD-5747,Shadowfax B2B,2025-02-26,6,6,343.36,Yes
LOG-8175,ORD-5528,Shadowfax B2B,2025-02-03,2,5,360.92,Delayed
LOG-8176,ORD-5082,BlueDart Express,2025-01-14,6,6,360.84,Yes
LOG-8177,ORD-5014,XpressBees,2025-11-29,2,5,252.05,Delayed
LOG-8178,ORD-7342,BlueDart Express,2025-10-12,2,4,93.78,Delayed
LOG-8179,ORD-5805,Delhivery Surface,2025-09-13,5,5,423.89,Yes
LOG-8180,ORD-6412,XpressBees,2025-08-25,5,7,647.28,Delayed
LOG-8181,ORD-5204,BlueDart Express,2025-05-23,6,8,152.55,Delayed
LOG-8182,ORD-6580,XpressBees,2025-03-08,2,1,448.59,Yes
LOG-8183,ORD-6749,XpressBees,2025-07-25,4,6,79.44,Delayed
LOG-8184,ORD-7011,Shadowfax B2B,2025-04-14,4,7,309.79,Delayed
LOG-8185,ORD-7306,BlueDart Express,2025-10-31,3,3,85.47,Yes
LOG-8186,ORD-5493,Delhivery Surface,2025-07-08,5,5,650.28,Yes
LOG-8187,ORD-7331,Shadowfax B2B,2025-05-25,6,9,180.55,Delayed
LOG-8188,ORD-5184,BlueDart Express,2025-09-11,4,3,352.85,Yes
LOG-8189,ORD-6089,XpressBees,2025-08-02,5,5,310.54,Yes
LOG-8190,ORD-5495,XpressBees,2025-03-08,2,4,561.59,Delayed
LOG-8191,ORD-6074,XpressBees,2025-08-19,4,6,371.28,Delayed
LOG-8192,ORD-5978,Ecom Express,2025-11-11,6,7,511.68,Yes
LOG-8193,ORD-6258,Delhivery Surface,2025-10-02,3,4,326.77,Yes
LOG-8194,ORD-7371,XpressBees,2025-08-29,2,2,301.96,Yes
LOG-8195,ORD-5148,BlueDart Express,2025-11-10,3,2,540.95,Yes
LOG-8196,ORD-6042,Shadowfax B2B,2025-11-24,6,5,162.61,Yes
LOG-8197,ORD-7011,BlueDart Express,2025-10-23,2,5,349.96,Delayed
LOG-8198,ORD-7398,XpressBees,2025-04-07,3,4,224.89,Yes
LOG-8199,ORD-5154,Delhivery Surface,2025-11-18,2,2,587.61,Yes
LOG-8200,ORD-6960,XpressBees,2025-04-21,2,3,502.56,Yes
