movement_id,product_id,movement_type,quantity_changed,movement_date,reference_doc
MOV-1406,PRD-3235,Return Inbound,17,2025-07-09,REF-61045
MOV-1407,PRD-3323,Sales Outbound,-32,2025-05-13,REF-45011
MOV-1408,PRD-3479,Warehouse Transfer,-18,2025-07-02,REF-54123
MOV-1409,PRD-3376,Return Inbound,91,2025-08-31,REF-61167
MOV-1410,PRD-3483,Shrinkage Adjustment,-14,2025-05-04,REF-54336
MOV-1411,PRD-3354,Return Inbound,24,2025-01-02,REF-53773
MOV-1412,PRD-3014,Warehouse Transfer,-22,2025-04-21,REF-11292
MOV-1413,PRD-3352,Shrinkage Adjustment,-11,2025-08-29,REF-71623
MOV-1414,PRD-3067,Warehouse Transfer,-41,2025-03-15,REF-72233
MOV-1415,PRD-3200,Warehouse Transfer,-21,2025-09-17,REF-82916
MOV-1416,PRD-3255,PO Inbound,92,2025-10-12,REF-86161
MOV-1417,PRD-3140,Sales Outbound,-48,2025-08-07,REF-62832
MOV-1418,PRD-3012,Sales Outbound,-27,2025-08-05,REF-89970
MOV-1419,PRD-3277,PO Inbound,82,2025-04-06,REF-70907
MOV-1420,PRD-3223,Return Inbound,34,2025-10-04,REF-32607
MOV-1421,PRD-3329,Warehouse Transfer,-19,2025-04-11,REF-57232
MOV-1422,PRD-3024,PO Inbound,62,2025-07-23,REF-23449
MOV-1423,PRD-3222,Return Inbound,29,2025-09-02,REF-74976
MOV-1424,PRD-3446,Shrinkage Adjustment,-44,2025-09-27,REF-43560
MOV-1425,PRD-3072,Return Inbound,63,2025-02-24,REF-65060
MOV-1426,PRD-3148,Warehouse Transfer,-5,2025-10-28,REF-24640
MOV-1427,PRD-3200,Sales Outbound,-44,2025-08-08,REF-86276
MOV-1428,PRD-3171,PO Inbound,88,2025-08-30,REF-32754
MOV-1429,PRD-3176,Warehouse Transfer,-12,2025-06-26,REF-14728
MOV-1430,PRD-3051,Shrinkage Adjustment,-39,2025-02-07,REF-55702
MOV-1431,PRD-3219,Warehouse Transfer,-31,2025-09-29,REF-18123
MOV-1432,PRD-3246,Warehouse Transfer,-33,2025-03-14,REF-37283
MOV-1433,PRD-3028,Shrinkage Adjustment,-43,2025-01-24,REF-12770
MOV-1434,PRD-3269,PO Inbound,26,2025-04-21,REF-50353
MOV-1435,PRD-3423,Warehouse Transfer,-2,2025-03-14,REF-37328
MOV-1436,PRD-3485,Shrinkage Adjustment,-20,2025-04-29,REF-33311
MOV-1437,PRD-3426,Shrinkage Adjustment,-37,2025-03-31,REF-46530
MOV-1438,PRD-3320,Return Inbound,13,2025-10-10,REF-10495
MOV-1439,PRD-3047,Shrinkage Adjustment,-44,2025-10-23,REF-93716
MOV-1440,PRD-3181,Warehouse Transfer,-40,2025-03-02,REF-25464
MOV-1441,PRD-3331,Sales Outbound,-37,2025-06-03,REF-65119
MOV-1442,PRD-3462,Return Inbound,6,2025-05-07,REF-18935
MOV-1443,PRD-3055,Warehouse Transfer,-10,2025-10-11,REF-70574
MOV-1444,PRD-3307,PO Inbound,34,2025-08-11,REF-56822
MOV-1445,PRD-3303,Return Inbound,13,2025-02-12,REF-95658
MOV-1446,PRD-3075,PO Inbound,25,2025-04-29,REF-83778
MOV-1447,PRD-3417,PO Inbound,48,2025-07-17,REF-66652
MOV-1448,PRD-3349,Shrinkage Adjustment,-42,2025-10-24,REF-43267
MOV-1449,PRD-3079,Sales Outbound,-37,2025-05-29,REF-34757
MOV-1450,PRD-3286,Sales Outbound,-47,2025-09-04,REF-56825
MOV-1451,PRD-3451,Return Inbound,21,2025-09-29,REF-75655
MOV-1452,PRD-3154,Shrinkage Adjustment,-16,2025-08-31,REF-72828
MOV-1453,PRD-3124,Return Inbound,81,2025-10-09,REF-92564
MOV-1454,PRD-3399,Return Inbound,7,2025-05-05,REF-11275
MOV-1455,PRD-3418,Sales Outbound,-29,2025-09-01,REF-27909
MOV-1456,PRD-3351,PO Inbound,59,2025-10-22,REF-36784
MOV-1457,PRD-3417,PO Inbound,52,2025-03-23,REF-56891
MOV-1458,PRD-3024,Return Inbound,46,2025-04-12,REF-30701
MOV-1459,PRD-3218,Shrinkage Adjustment,-40,2025-03-16,REF-46427
MOV-1460,PRD-3442,Return Inbound,87,2025-09-19,REF-42254
MOV-1461,PRD-3354,Shrinkage Adjustment,-10,2025-07-22,REF-83184
MOV-1462,PRD-3368,Shrinkage Adjustment,-49,2025-09-07,REF-87225
MOV-1463,PRD-3454,Sales Outbound,-47,2025-09-19,REF-97295
MOV-1464,PRD-3270,Warehouse Transfer,-18,2025-02-10,REF-32474
MOV-1465,PRD-3438,Warehouse Transfer,-28,2025-08-15,REF-31724
MOV-1466,PRD-3260,Shrinkage Adjustment,-31,2025-05-12,REF-75255
MOV-1467,PRD-3404,Warehouse Transfer,-25,2025-02-12,REF-16816
MOV-1468,PRD-3151,PO Inbound,57,2025-07-14,REF-31678
MOV-1469,PRD-3306,Shrinkage Adjustment,-40,2025-07-15,REF-51090
MOV-1470,PRD-3094,Return Inbound,13,2025-06-12,REF-73711
MOV-1471,PRD-3113,PO Inbound,86,2025-09-21,REF-16579
MOV-1472,PRD-3073,PO Inbound,37,2025-01-11,REF-44586
MOV-1473,PRD-3040,PO Inbound,59,2025-02-22,REF-84288
MOV-1474,PRD-3036,Sales Outbound,-39,2025-05-24,REF-42683
MOV-1475,PRD-3403,Sales Outbound,-30,2025-01-29,REF-33597
MOV-1476,PRD-3217,Return Inbound,57,2025-09-28,REF-23066
MOV-1477,PRD-3150,Warehouse Transfer,-26,2025-04-24,REF-56871
MOV-1478,PRD-3163,PO Inbound,11,2025-10-26,REF-37461
MOV-1479,PRD-3190,Sales Outbound,-5,2025-02-10,REF-13978
MOV-1480,PRD-3452,PO Inbound,93,2025-06-15,REF-76998
MOV-1481,PRD-3155,Return Inbound,51,2025-08-15,REF-39523
MOV-1482,PRD-3489,PO Inbound,29,2025-09-02,REF-17541
MOV-1483,PRD-3356,PO Inbound,93,2025-02-03,REF-97042
MOV-1484,PRD-3355,Shrinkage Adjustment,-18,2025-10-18,REF-34976
MOV-1485,PRD-3048,Shrinkage Adjustment,-24,2025-08-01,REF-13639
MOV-1486,PRD-3411,Shrinkage Adjustment,-15,2025-01-04,REF-34233
MOV-1487,PRD-3484,PO Inbound,91,2025-08-16,REF-37932
MOV-1488,PRD-3233,Sales Outbound,-16,2025-09-04,REF-93049
MOV-1489,PRD-3338,PO Inbound,11,2025-01-03,REF-22806
MOV-1490,PRD-3339,Return Inbound,73,2025-03-29,REF-64228
MOV-1491,PRD-3081,PO Inbound,71,2025-03-22,REF-30878
MOV-1492,PRD-3487,Return Inbound,2,2025-01-01,REF-64516
MOV-1493,PRD-3040,Sales Outbound,-34,2025-07-15,REF-53861
MOV-1494,PRD-3139,Warehouse Transfer,-28,2025-07-26,REF-16947
MOV-1495,PRD-3088,Return Inbound,11,2025-05-19,REF-42709
MOV-1496,PRD-3175,Warehouse Transfer,-47,2025-01-22,REF-46273
MOV-1497,PRD-3425,Shrinkage Adjustment,-6,2025-02-02,REF-83021
MOV-1498,PRD-3365,PO Inbound,5,2025-06-05,REF-54428
MOV-1499,PRD-3027,PO Inbound,41,2025-05-05,REF-19181
MOV-1500,PRD-3363,PO Inbound,74,2025-06-17,REF-90117
MOV-1501,PRD-3496,Shrinkage Adjustment,-4,2025-03-19,REF-73166
MOV-1502,PRD-3208,Warehouse Transfer,-50,2025-04-08,REF-45917
MOV-1503,PRD-3408,Shrinkage Adjustment,-32,2025-08-12,REF-64675
MOV-1504,PRD-3026,Return Inbound,33,2025-09-15,REF-53553
MOV-1505,PRD-3193,Sales Outbound,-21,2025-08-30,REF-55867
MOV-1506,PRD-3005,Return Inbound,22,2025-04-02,REF-50581
MOV-1507,PRD-3206,Return Inbound,97,2025-01-30,REF-60697
MOV-1508,PRD-3303,Return Inbound,85,2025-09-14,REF-64398
MOV-1509,PRD-3388,PO Inbound,100,2025-09-09,REF-54238
MOV-1510,PRD-3437,Return Inbound,14,2025-09-23,REF-30887
MOV-1511,PRD-3256,Shrinkage Adjustment,-7,2025-03-01,REF-49335
MOV-1512,PRD-3288,Warehouse Transfer,-7,2025-07-15,REF-17276
MOV-1513,PRD-3189,Warehouse Transfer,-2,2025-02-08,REF-84386
MOV-1514,PRD-3256,Return Inbound,46,2025-09-08,REF-15510
MOV-1515,PRD-3286,Sales Outbound,-26,2025-09-09,REF-81880
MOV-1516,PRD-3196,Return Inbound,6,2025-05-15,REF-45498
MOV-1517,PRD-3376,Return Inbound,12,2025-06-03,REF-46568
MOV-1518,PRD-3383,Sales Outbound,-40,2025-05-14,REF-28998
MOV-1519,PRD-3384,Shrinkage Adjustment,-32,2025-01-10,REF-79472
MOV-1520,PRD-3276,PO Inbound,90,2025-06-27,REF-15718
MOV-1521,PRD-3034,Return Inbound,16,2025-04-27,REF-67442
MOV-1522,PRD-3343,Warehouse Transfer,-43,2025-08-01,REF-33170
MOV-1523,PRD-3211,Warehouse Transfer,-17,2025-08-16,REF-15636
MOV-1524,PRD-3151,Sales Outbound,-17,2025-02-02,REF-63868
MOV-1525,PRD-3372,Warehouse Transfer,-43,2025-09-16,REF-25256
MOV-1526,PRD-3151,Sales Outbound,-1,2025-08-16,REF-60089
MOV-1527,PRD-3338,Warehouse Transfer,-6,2025-08-13,REF-95639
MOV-1528,PRD-3006,PO Inbound,55,2025-10-01,REF-20198
MOV-1529,PRD-3462,Return Inbound,29,2025-08-07,REF-57179
MOV-1530,PRD-3296,Shrinkage Adjustment,-10,2025-04-26,REF-88114
MOV-1531,PRD-3384,Shrinkage Adjustment,-26,2025-07-30,REF-23732
MOV-1532,PRD-3350,PO Inbound,41,2025-05-09,REF-25925
MOV-1533,PRD-3444,Shrinkage Adjustment,-6,2025-06-15,REF-14949
MOV-1534,PRD-3015,Shrinkage Adjustment,-28,2025-01-08,REF-20528
MOV-1535,PRD-3353,Shrinkage Adjustment,-23,2025-02-26,REF-80370
MOV-1536,PRD-3451,PO Inbound,1,2025-08-18,REF-72030
MOV-1537,PRD-3284,Return Inbound,23,2025-09-17,REF-47217
MOV-1538,PRD-3499,Return Inbound,47,2025-08-22,REF-67252
MOV-1539,PRD-3053,Warehouse Transfer,-41,2025-08-08,REF-73333
MOV-1540,PRD-3247,PO Inbound,56,2025-08-08,REF-73976
MOV-1541,PRD-3068,PO Inbound,78,2025-03-23,REF-33183
MOV-1542,PRD-3284,Sales Outbound,-20,2025-10-28,REF-25377
MOV-1543,PRD-3133,Sales Outbound,-1,2025-03-19,REF-24515
MOV-1544,PRD-3186,Sales Outbound,-29,2025-04-01,REF-57650
MOV-1545,PRD-3319,Shrinkage Adjustment,-35,2025-04-24,REF-35726
MOV-1546,PRD-3217,Shrinkage Adjustment,-18,2025-01-28,REF-78665
MOV-1547,PRD-3348,Warehouse Transfer,-7,2025-03-29,REF-15890
MOV-1548,PRD-3177,Warehouse Transfer,-38,2025-05-18,REF-47561
MOV-1549,PRD-3353,Shrinkage Adjustment,-41,2025-07-20,REF-87450
MOV-1550,PRD-3377,Warehouse Transfer,-35,2025-01-15,REF-21875
MOV-1551,PRD-3091,Sales Outbound,-22,2025-07-27,REF-26915
MOV-1552,PRD-3032,Warehouse Transfer,-14,2025-08-01,REF-22587
MOV-1553,PRD-3381,PO Inbound,72,2025-10-04,REF-15020
MOV-1554,PRD-3077,Return Inbound,63,2025-01-20,REF-19157
MOV-1555,PRD-3436,Shrinkage Adjustment,-42,2025-03-28,REF-16195
MOV-1556,PRD-3377,Shrinkage Adjustment,-46,2025-05-04,REF-69988
MOV-1557,PRD-3032,Sales Outbound,-24,2025-06-22,REF-91140
MOV-1558,PRD-3181,Warehouse Transfer,-7,2025-06-12,REF-26154
MOV-1559,PRD-3201,Shrinkage Adjustment,-25,2025-02-09,REF-67094
MOV-1560,PRD-3362,Shrinkage Adjustment,-10,2025-10-21,REF-63198
MOV-1561,PRD-3449,Return Inbound,70,2025-07-23,REF-35278
MOV-1562,PRD-3198,PO Inbound,17,2025-07-04,REF-41912
MOV-1563,PRD-3442,Shrinkage Adjustment,-33,2025-09-07,REF-34642
MOV-1564,PRD-3475,Sales Outbound,-4,2025-03-17,REF-33303
MOV-1565,PRD-3168,Return Inbound,47,2025-01-24,REF-82034
MOV-1566,PRD-3484,PO Inbound,50,2025-05-18,REF-12404
MOV-1567,PRD-3314,Shrinkage Adjustment,-36,2025-08-26,REF-36778
MOV-1568,PRD-3422,Warehouse Transfer,-32,2025-02-19,REF-80230
MOV-1569,PRD-3469,Sales Outbound,-41,2025-05-28,REF-25369
MOV-1570,PRD-3387,PO Inbound,7,2025-01-03,REF-67280
MOV-1571,PRD-3200,Return Inbound,70,2025-05-30,REF-77538
MOV-1572,PRD-3148,Sales Outbound,-46,2025-10-16,REF-40335
MOV-1573,PRD-3489,PO Inbound,97,2025-01-03,REF-46261
MOV-1574,PRD-3221,PO Inbound,29,2025-06-10,REF-95210
MOV-1575,PRD-3366,Shrinkage Adjustment,-1,2025-10-01,REF-89851
MOV-1576,PRD-3357,Shrinkage Adjustment,-3,2025-07-16,REF-46165
MOV-1577,PRD-3290,Sales Outbound,-31,2025-07-10,REF-91765
MOV-1578,PRD-3408,PO Inbound,37,2025-05-25,REF-71273
MOV-1579,PRD-3453,Warehouse Transfer,-4,2025-06-11,REF-82672
MOV-1580,PRD-3421,Sales Outbound,-4,2025-05-15,REF-71589
MOV-1581,PRD-3008,Sales Outbound,-32,2025-09-29,REF-85621
MOV-1582,PRD-3013,Sales Outbound,-30,2025-08-06,REF-44456
MOV-1583,PRD-3189,PO Inbound,25,2025-01-03,REF-99866
MOV-1584,PRD-3484,PO Inbound,42,2025-01-26,REF-25501
MOV-1585,PRD-3459,Warehouse Transfer,-35,2025-06-17,REF-74348
MOV-1586,PRD-3169,Return Inbound,62,2025-04-18,REF-81056
MOV-1587,PRD-3261,PO Inbound,70,2025-05-25,REF-33586
MOV-1588,PRD-3249,Return Inbound,4,2025-07-15,REF-30960
MOV-1589,PRD-3262,Sales Outbound,-33,2025-06-16,REF-10349
MOV-1590,PRD-3228,Sales Outbound,-23,2025-06-11,REF-39320
MOV-1591,PRD-3095,PO Inbound,48,2025-03-13,REF-80286
MOV-1592,PRD-3185,PO Inbound,41,2025-07-09,REF-17351
MOV-1593,PRD-3060,Sales Outbound,-22,2025-03-22,REF-43147
MOV-1594,PRD-3240,PO Inbound,12,2025-08-13,REF-82464
MOV-1595,PRD-3262,Shrinkage Adjustment,-44,2025-06-26,REF-11764
MOV-1596,PRD-3369,Return Inbound,16,2025-04-17,REF-91574
MOV-1597,PRD-3383,PO Inbound,68,2025-05-17,REF-21507
MOV-1598,PRD-3263,PO Inbound,46,2025-02-17,REF-47944
MOV-1599,PRD-3053,Sales Outbound,-2,2025-01-02,REF-74567
MOV-1600,PRD-3133,PO Inbound,36,2025-07-11,REF-18879
MOV-1601,PRD-3170,Shrinkage Adjustment,-38,2025-04-19,REF-38346
MOV-1602,PRD-3411,Sales Outbound,-31,2025-07-28,REF-91915
MOV-1603,PRD-3075,Shrinkage Adjustment,-36,2025-10-20,REF-86534
MOV-1604,PRD-3136,Shrinkage Adjustment,-15,2025-09-19,REF-71009
MOV-1605,PRD-3429,Warehouse Transfer,-13,2025-01-22,REF-84363
MOV-1606,PRD-3480,Sales Outbound,-44,2025-07-09,REF-33352
MOV-1607,PRD-3436,Sales Outbound,-39,2025-01-25,REF-59214
MOV-1608,PRD-3027,Return Inbound,53,2025-04-12,REF-63931
MOV-1609,PRD-3416,PO Inbound,57,2025-02-11,REF-29491
MOV-1610,PRD-3155,PO Inbound,27,2025-09-02,REF-36893
MOV-1611,PRD-3313,Return Inbound,79,2025-02-14,REF-27944
MOV-1612,PRD-3331,Return Inbound,69,2025-02-05,REF-84382
MOV-1613,PRD-3114,Shrinkage Adjustment,-25,2025-10-24,REF-47639
MOV-1614,PRD-3446,Sales Outbound,-28,2025-06-02,REF-37205
MOV-1615,PRD-3496,Shrinkage Adjustment,-23,2025-04-10,REF-21015
MOV-1616,PRD-3337,Return Inbound,95,2025-06-11,REF-88142
MOV-1617,PRD-3500,Return Inbound,48,2025-08-04,REF-82341
MOV-1618,PRD-3390,PO Inbound,48,2025-01-17,REF-81178
MOV-1619,PRD-3299,Return Inbound,14,2025-05-31,REF-60000
MOV-1620,PRD-3360,Sales Outbound,-42,2025-02-25,REF-80006
MOV-1621,PRD-3230,Warehouse Transfer,-36,2025-10-24,REF-72773
MOV-1622,PRD-3450,Shrinkage Adjustment,-50,2025-04-27,REF-41438
MOV-1623,PRD-3500,PO Inbound,17,2025-04-12,REF-11026
MOV-1624,PRD-3144,Sales Outbound,-14,2025-05-04,REF-39100
MOV-1625,PRD-3355,Warehouse Transfer,-34,2025-05-03,REF-23584
MOV-1626,PRD-3339,Warehouse Transfer,-25,2025-01-03,REF-29028
MOV-1627,PRD-3167,PO Inbound,79,2025-03-20,REF-74967
MOV-1628,PRD-3009,Return Inbound,1,2025-01-13,REF-50676
MOV-1629,PRD-3126,Warehouse Transfer,-28,2025-07-14,REF-66195
MOV-1630,PRD-3264,Return Inbound,60,2025-01-21,REF-75489
MOV-1631,PRD-3334,Sales Outbound,-25,2025-01-22,REF-30996
MOV-1632,PRD-3238,Return Inbound,62,2025-09-17,REF-89426
MOV-1633,PRD-3215,Shrinkage Adjustment,-13,2025-07-31,REF-75990
MOV-1634,PRD-3015,Return Inbound,27,2025-09-06,REF-35366
MOV-1635,PRD-3272,PO Inbound,72,2025-09-27,REF-29298
MOV-1636,PRD-3104,Sales Outbound,-3,2025-10-16,REF-70344
MOV-1637,PRD-3016,PO Inbound,78,2025-10-25,REF-81042
MOV-1638,PRD-3087,Return Inbound,60,2025-09-13,REF-16602
MOV-1639,PRD-3324,Shrinkage Adjustment,-24,2025-02-20,REF-78634
MOV-1640,PRD-3355,Shrinkage Adjustment,-9,2025-02-23,REF-10416
MOV-1641,PRD-3289,Warehouse Transfer,-43,2025-07-31,REF-34657
MOV-1642,PRD-3207,Shrinkage Adjustment,-34,2025-03-31,REF-76255
MOV-1643,PRD-3333,PO Inbound,55,2025-10-06,REF-85232
MOV-1644,PRD-3199,PO Inbound,2,2025-07-13,REF-62290
MOV-1645,PRD-3438,Warehouse Transfer,-44,2025-09-26,REF-18296
MOV-1646,PRD-3449,Sales Outbound,-32,2025-01-25,REF-50839
MOV-1647,PRD-3373,Sales Outbound,-24,2025-03-29,REF-81342
MOV-1648,PRD-3345,Return Inbound,49,2025-06-15,REF-76005
MOV-1649,PRD-3476,PO Inbound,55,2025-10-07,REF-19840
MOV-1650,PRD-3347,Shrinkage Adjustment,-39,2025-03-10,REF-30549
MOV-1651,PRD-3324,Return Inbound,13,2025-08-22,REF-89233
MOV-1652,PRD-3227,PO Inbound,28,2025-03-05,REF-15411
MOV-1653,PRD-3286,PO Inbound,68,2025-04-19,REF-44655
MOV-1654,PRD-3287,PO Inbound,80,2025-10-07,REF-55317
MOV-1655,PRD-3454,Return Inbound,33,2025-09-29,REF-69775
MOV-1656,PRD-3283,Warehouse Transfer,-3,2025-05-20,REF-79990
MOV-1657,PRD-3127,Sales Outbound,-17,2025-08-02,REF-51722
MOV-1658,PRD-3277,Shrinkage Adjustment,-45,2025-08-23,REF-93152
MOV-1659,PRD-3070,Shrinkage Adjustment,-4,2025-04-04,REF-23101
MOV-1660,PRD-3111,PO Inbound,86,2025-09-16,REF-13873
MOV-1661,PRD-3217,Shrinkage Adjustment,-48,2025-08-01,REF-49012
MOV-1662,PRD-3029,Return Inbound,82,2025-10-23,REF-72460
MOV-1663,PRD-3326,Return Inbound,29,2025-01-13,REF-79626
MOV-1664,PRD-3256,Warehouse Transfer,-1,2025-04-19,REF-68344
MOV-1665,PRD-3269,Sales Outbound,-42,2025-06-21,REF-41615
MOV-1666,PRD-3225,PO Inbound,17,2025-08-03,REF-78928
MOV-1667,PRD-3271,Shrinkage Adjustment,-2,2025-05-28,REF-20524
MOV-1668,PRD-3171,Return Inbound,63,2025-10-04,REF-93440
MOV-1669,PRD-3051,Sales Outbound,-41,2025-08-14,REF-36251
MOV-1670,PRD-3366,PO Inbound,37,2025-03-27,REF-25655
MOV-1671,PRD-3431,Shrinkage Adjustment,-43,2025-06-23,REF-60816
MOV-1672,PRD-3071,Return Inbound,62,2025-05-22,REF-43034
MOV-1673,PRD-3127,Sales Outbound,-8,2025-09-12,REF-81384
MOV-1674,PRD-3082,Shrinkage Adjustment,-15,2025-01-20,REF-56118
MOV-1675,PRD-3333,Warehouse Transfer,-31,2025-07-29,REF-66977
MOV-1676,PRD-3070,PO Inbound,68,2025-06-08,REF-11839
MOV-1677,PRD-3472,Shrinkage Adjustment,-34,2025-05-21,REF-62556
MOV-1678,PRD-3130,PO Inbound,98,2025-02-28,REF-53522
MOV-1679,PRD-3227,Shrinkage Adjustment,-19,2025-07-28,REF-60619
MOV-1680,PRD-3072,PO Inbound,77,2025-09-06,REF-76977
MOV-1681,PRD-3340,Return Inbound,55,2025-06-25,REF-92723
MOV-1682,PRD-3065,Return Inbound,44,2025-06-03,REF-29620
MOV-1683,PRD-3135,Return Inbound,72,2025-08-05,REF-62677
MOV-1684,PRD-3233,Sales Outbound,-40,2025-04-02,REF-85045
MOV-1685,PRD-3311,PO Inbound,60,2025-03-24,REF-27730
MOV-1686,PRD-3368,Shrinkage Adjustment,-31,2025-05-19,REF-15724
MOV-1687,PRD-3222,PO Inbound,13,2025-06-10,REF-44050
MOV-1688,PRD-3054,Sales Outbound,-34,2025-03-25,REF-67447
MOV-1689,PRD-3368,Sales Outbound,-36,2025-07-28,REF-97938
MOV-1690,PRD-3276,Warehouse Transfer,-14,2025-05-02,REF-90759
MOV-1691,PRD-3070,Sales Outbound,-35,2025-09-26,REF-61154
MOV-1692,PRD-3071,Sales Outbound,-23,2025-05-10,REF-65470
MOV-1693,PRD-3333,Warehouse Transfer,-48,2025-08-04,REF-34473
MOV-1694,PRD-3289,Shrinkage Adjustment,-28,2025-02-14,REF-17916
MOV-1695,PRD-3117,Return Inbound,52,2025-07-10,REF-75173
MOV-1696,PRD-3138,Warehouse Transfer,-4,2025-10-14,REF-50914
MOV-1697,PRD-3103,Shrinkage Adjustment,-42,2025-02-10,REF-50030
MOV-1698,PRD-3427,Warehouse Transfer,-11,2025-07-30,REF-29091
MOV-1699,PRD-3247,Sales Outbound,-41,2025-07-07,REF-10533
MOV-1700,PRD-3332,Shrinkage Adjustment,-3,2025-01-27,REF-20112
MOV-1701,PRD-3077,Shrinkage Adjustment,-27,2025-05-27,REF-61165
MOV-1702,PRD-3326,PO Inbound,75,2025-08-11,REF-19891
MOV-1703,PRD-3146,Warehouse Transfer,-3,2025-10-18,REF-20955
MOV-1704,PRD-3004,PO Inbound,77,2025-02-24,REF-66320
MOV-1705,PRD-3201,Return Inbound,86,2025-06-15,REF-50488
MOV-1706,PRD-3174,Return Inbound,93,2025-05-08,REF-15078
MOV-1707,PRD-3028,PO Inbound,61,2025-09-23,REF-45227
MOV-1708,PRD-3438,Shrinkage Adjustment,-9,2025-09-09,REF-49074
MOV-1709,PRD-3442,Sales Outbound,-1,2025-06-11,REF-33710
MOV-1710,PRD-3421,Sales Outbound,-22,2025-10-09,REF-84791
MOV-1711,PRD-3260,Shrinkage Adjustment,-44,2025-04-12,REF-17405
MOV-1712,PRD-3256,Sales Outbound,-11,2025-02-25,REF-63957
MOV-1713,PRD-3204,Return Inbound,100,2025-07-24,REF-84652
MOV-1714,PRD-3454,PO Inbound,6,2025-08-18,REF-17748
MOV-1715,PRD-3322,Warehouse Transfer,-44,2025-07-26,REF-18614
MOV-1716,PRD-3443,PO Inbound,64,2025-02-17,REF-37970
MOV-1717,PRD-3343,Return Inbound,1,2025-03-17,REF-56871
MOV-1718,PRD-3018,PO Inbound,53,2025-05-19,REF-33087
MOV-1719,PRD-3076,Shrinkage Adjustment,-27,2025-05-12,REF-42138
MOV-1720,PRD-3159,Warehouse Transfer,-42,2025-06-06,REF-98011
MOV-1721,PRD-3212,Return Inbound,18,2025-08-09,REF-98303
MOV-1722,PRD-3352,Return Inbound,8,2025-06-13,REF-35226
MOV-1723,PRD-3146,Shrinkage Adjustment,-32,2025-05-15,REF-20424
MOV-1724,PRD-3042,Shrinkage Adjustment,-1,2025-03-22,REF-76629
MOV-1725,PRD-3192,Warehouse Transfer,-23,2025-04-09,REF-82015
MOV-1726,PRD-3276,Shrinkage Adjustment,-22,2025-07-03,REF-88578
MOV-1727,PRD-3328,Warehouse Transfer,-32,2025-06-12,REF-83895
MOV-1728,PRD-3478,Sales Outbound,-4,2025-05-14,REF-19142
MOV-1729,PRD-3345,Return Inbound,42,2025-03-25,REF-79391
MOV-1730,PRD-3378,Sales Outbound,-49,2025-04-27,REF-16518
MOV-1731,PRD-3413,PO Inbound,52,2025-05-21,REF-40276
MOV-1732,PRD-3011,Sales Outbound,-41,2025-03-10,REF-89048
MOV-1733,PRD-3492,Shrinkage Adjustment,-30,2025-05-23,REF-48654
MOV-1734,PRD-3330,Return Inbound,30,2025-04-27,REF-29068
MOV-1735,PRD-3304,Return Inbound,45,2025-08-22,REF-78852
MOV-1736,PRD-3220,Shrinkage Adjustment,-45,2025-05-25,REF-17050
MOV-1737,PRD-3152,Shrinkage Adjustment,-30,2025-03-08,REF-44318
MOV-1738,PRD-3326,Shrinkage Adjustment,-47,2025-05-21,REF-91311
MOV-1739,PRD-3247,Sales Outbound,-48,2025-09-19,REF-37667
MOV-1740,PRD-3339,Return Inbound,14,2025-10-16,REF-11333
MOV-1741,PRD-3210,Shrinkage Adjustment,-41,2025-02-08,REF-12855
MOV-1742,PRD-3017,Warehouse Transfer,-37,2025-08-15,REF-83274
MOV-1743,PRD-3150,Return Inbound,23,2025-09-18,REF-31632
MOV-1744,PRD-3297,Warehouse Transfer,-16,2025-02-03,REF-59711
MOV-1745,PRD-3326,Return Inbound,17,2025-03-04,REF-26865
MOV-1746,PRD-3258,Sales Outbound,-28,2025-07-02,REF-76312
MOV-1747,PRD-3179,Warehouse Transfer,-31,2025-01-26,REF-33584
MOV-1748,PRD-3146,Warehouse Transfer,-38,2025-02-06,REF-10231
MOV-1749,PRD-3176,Return Inbound,61,2025-10-16,REF-85101
MOV-1750,PRD-3291,PO Inbound,47,2025-09-28,REF-44215
MOV-1751,PRD-3118,Return Inbound,87,2025-06-29,REF-59663
MOV-1752,PRD-3180,PO Inbound,84,2025-03-17,REF-39223
MOV-1753,PRD-3147,Sales Outbound,-17,2025-05-21,REF-17323
MOV-1754,PRD-3367,Shrinkage Adjustment,-45,2025-01-14,REF-77385
MOV-1755,PRD-3396,PO Inbound,54,2025-04-21,REF-19321
MOV-1756,PRD-3482,Sales Outbound,-38,2025-06-18,REF-89999
MOV-1757,PRD-3333,Return Inbound,31,2025-06-15,REF-68956
MOV-1758,PRD-3277,Return Inbound,42,2025-01-11,REF-71942
MOV-1759,PRD-3108,PO Inbound,20,2025-09-25,REF-31435
MOV-1760,PRD-3038,PO Inbound,10,2025-04-04,REF-61570
MOV-1761,PRD-3158,Sales Outbound,-7,2025-09-19,REF-20319
MOV-1762,PRD-3164,Return Inbound,34,2025-09-11,REF-82564
MOV-1763,PRD-3259,Warehouse Transfer,-14,2025-08-26,REF-93315
MOV-1764,PRD-3498,Shrinkage Adjustment,-4,2025-09-07,REF-17633
MOV-1765,PRD-3190,PO Inbound,57,2025-01-13,REF-91489
MOV-1766,PRD-3190,PO Inbound,82,2025-07-25,REF-27058
MOV-1767,PRD-3198,Sales Outbound,-12,2025-08-16,REF-63040
MOV-1768,PRD-3092,Return Inbound,92,2025-04-14,REF-27039
MOV-1769,PRD-3219,Return Inbound,58,2025-03-20,REF-10434
